content,score,at,sentimen,,
"Dengan banyak kekurangan sehingga memperlambat dan mempersulit kerja kerja para anggota kpps... Contoh input angka 112 terbaca 612,ada juga sampai terbaca sampai 3juta pemilih,,,sehingga para anggota kpps di salahkan....app ini di uji coba 1 minggu sebelum tanggal 14,banyak yang mengeluh karna jaringan yang lemot,,eror login....kalau bilang bnyak nya pengguna yang cuma 1 juta yang memakai,dan bersamaan login membuat app ini lemot,,,bagai mama dengan app game dengan 300juta pengguna?",1,2024-02-19 01:56:07,negatif,,
"Bukannya mempermudah penghitungan suara, sirekap malah menghambat dan mempersulit kinerja KPPS. Aplikasi gagal yang menyengsarakan pelaksanaan pemilu di tingkat bawah.",1,2024-02-19 01:30:30,negatif,,
"Aplikasi gak jelas, server luar negri. Buat nipu rakyat pas pemilu",1,2024-02-19 01:08:09,negatif,,
"Saat mau kunci data dan buat dokumen lama baget dari tanggal 15 februari2024 sampe saat ini 19 februari 2024 "" sedang membuat dokumen, harap tunggu sampai selesai "" udah 5 hari gak selesai selesai,, tolong perbaiki.",3,2024-02-19 01:01:10,negatif,,
Ok,2,2024-02-19 00:44:16,positif,,
sangat ok.,5,2024-02-19 00:42:26,positif,,
"Aplikasinya belum siap buat publish, masih banyak yg harus diperbaiki 1. Ada 2 anggota sirekap di 1 TPS, data yg sudah di upload disirekap 1 tidak muncul di sirekap 2. (Fixing) 2. Seharusnya ada akses untuk edit data / pemberitahuan jika C Salin tidak sama dengan data yg sudah diupload. 3. Scan yg tidak sesuai Auto Clear di tiap inputan. 4. Upload kehadiran DPT untuk menambahkan halamn tidak terlihat (terlalu bawah) 5. Upload Data saksi seharusnya hanya ada ditiap jenis suara (agar tidak dobel)",3,2024-02-19 00:35:40,negatif,,
"sangat buruk aplikasinya, tidak dapat dibuka, dan TIDAK.LAYAK digunakan utk penghitungan suara pemilu saat ini",2,2024-02-19 00:12:38,negatif,,
Apknya tidak maksimal bikin gaduh,1,2024-02-18 23:25:50,negatif,,
Apk tai,1,2024-02-18 23:25:00,negatif,,
"Aplikasi pemerintah selalu tidak beres. Bikin aplikasi tidak siap. Cari developer yang handal, jangan developer abal abal.",1,2024-02-18 23:03:20,negatif,,
aplikasi membuat geger seluruh warga Indonesia...,1,2024-02-18 22:56:32,negatif,,
"Aplikasi pemerintah tp sangat buruk kwalitasnya , susah log in ,sering mental kluar jika input data , trus pembacaan Kamera tidak sesuei real nya . Udah gitu yg ppwp tidak bisa di edit jika sistem gk bisa baca , pokoknya buruk sekali",1,2024-02-18 22:55:11,negatif,,
Aplikasi pembodohan publik,1,2024-02-18 22:52:25,negatif,,
Aplikasi aneh 😄,1,2024-02-18 22:47:14,negatif,,
Aplikasi gagal,1,2024-02-18 22:10:17,negatif,,
Aplikasi belum siap sudah di pakai,1,2024-02-18 21:59:08,negatif,,
Tolong dong bersahabat sudah saya kasih 5 bintang nih,5,2024-02-18 21:20:25,netral,,
Produk gagal.,1,2024-02-18 21:12:13,negatif,,
Mudah mudahan apk si rekap KPU baik baik saja,4,2024-02-18 20:43:05,positif,,
"setelah terinstal aplikasi kok gak bisa dibuka malah keluar tulisan "" terjadi kesalahan perangkat : silahkan mengaktifkan kunci layar untuk mengunakan aplikasi """,1,2024-02-18 20:13:04,negatif,,
"Baru bisa digunakan pada tanggal 19 Februari 2024, selang lima hari pemilu. Jam 03.04.",1,2024-02-18 20:05:17,netral,,
"Komisi Penggelembungan Suara, Ketua KPU aja gak beres apalagi IT nya. Mungkin Ordal kali dapet pesenan. Mending Pemilu Ulang Daripada Dapet Pemimpin Hasil Curang. Rakyat Menderita 5 Tahun.",1,2024-02-18 19:38:33,negatif,,
Mau masuk aj tidak bisa,1,2024-02-18 18:52:40,negatif,,
Aplikasi apaan bgitu di buka susahnya minta ampun,1,2024-02-18 18:43:20,negatif,,
"Aplikasi mentah, mana server sering down nyusahin.!!!",1,2024-02-18 18:32:29,negatif,,
👎,1,2024-02-18 18:23:36,netral,,
Sy rasa mantull,5,2024-02-18 18:22:47,positif,,
ngak bisa,1,2024-02-18 18:14:29,negatif,,
Aplikasi curang,1,2024-02-18 18:07:41,negatif,,
Aplikasi teramat sangat buruk.menysahkan kpps,1,2024-02-18 18:01:45,negatif,,
Parah ga bisa masuk,1,2024-02-18 18:00:25,negatif,,
tlg perbaiki,1,2024-02-18 17:51:32,netral,,
"Tolong dong aplikasinya di perbaiki, minimal kalau tidak bisa membaca angka dengan benar bisa di tulis manual Ini sudah di isi manual tetap saja tidak bisa dengan keluhan tidak sesuai, padahal angka sudah terbaca dengan jelas Dan tolong tambahkan untuk menu import foto dari galeri saja agar tidak menyusahkan",1,2024-02-18 17:19:36,negatif,,
"Izin untuk masukan, semoga ada perbaikan. Kalau boleh usul untuk server sirekap diadakan regional agar tidak sibuk server nasional & mengutamakan pengiriman data angka ketimbang foto. Nuhun",5,2024-02-18 17:11:36,negatif,,
Aplikasi PENIPU !!! Perusak DEMOKRASI Indonesia.,1,2024-02-18 17:05:55,negatif,,
Begitu sulit dipakai tong,1,2024-02-18 16:44:15,negatif,,
"Memotret c hasil selalu mncul gris biru tok, garis kuning ga bisa2 gliran dibpaksakan garia biru gambar gak bisa di kirim malah apk nya log out sendiri mohon pencerahanya pak ato bu, bikin aplikasi itu jangan menyusahkan pekerja bos , giliran ada komplen petugas kpps yg di cari2 pdhal kamu yg bkin apk ga bermutu",1,2024-02-18 16:43:42,negatif,,
Kak klo membatalkan foto yang sudah tersubmit gimana ya? Belom terkunci hanya tersubmit,3,2024-02-18 16:36:03,netral,,
Gk jelas,1,2024-02-18 16:33:19,negatif,,
Tidak efisien,1,2024-02-18 16:29:52,negatif,,
"aplikasi malah menyusahkan kpps,,blm siap di paksain jd susah kpps nya",1,2024-02-18 16:26:17,negatif,,
Banyak kendala dalam pengoperasian,1,2024-02-18 16:12:59,negatif,,
SINI AKU AJARIN BUAT APLIKASI YANG BAGUS,1,2024-02-18 16:05:27,positif,,
"Aplikasi yang Tidak boleh ada di Indonesia ini, bapak/ibu/kak, kalau belum full service jangan dipake lah, kasian orang² nunggu hasil yang jujur, dan tidak di utak Atik oleh pusat.. Kita harus adil jangan Berat ke sebelah pihat dong",1,2024-02-18 16:03:43,negatif,,
Aplikasi Penggelembung suara 02. Apk Pemaling suara rakyat buat pemenangan buat paslon 02.KPU Jongos nya pemeintah.,1,2024-02-18 15:56:20,negatif,,
Kalau gak jujur gak makan ya?,1,2024-02-18 15:52:42,negatif,,
"Aplikasi ajaib, erronya cm menguntungkan paslon 02...dasar rakusss!!",1,2024-02-18 15:52:38,negatif,,
Aplikasi mubazir,2,2024-02-18 15:47:40,negatif,,
Aplikasi blm siap terbit .. cuan doang pikirannya,1,2024-02-18 15:42:06,negatif,,
"Tidak berguna, tidak layak, tidak bermnfaat, menyusahkan",1,2024-02-18 15:39:28,negatif,,
"sirejap adalah hantu berkepala bab!,",1,2024-02-18 15:35:31,negatif,,
Di buat buat anak presiden .dibuat buat curang . aplikasi tolol . pembodohan rakyat .,1,2024-02-18 15:15:37,negatif,,
Sekelas aplikasi pemerintahan kaya T41,1,2024-02-18 15:09:19,negatif,,
Tidak akurat dalam membaca data,1,2024-02-18 15:06:50,negatif,,
Semoga tidak mengecewakan,4,2024-02-18 14:58:49,negatif,,
"Aplikasi ini harus mendapatkan perlindungan secara intensif dari aparat siber negara, Security is very weak, For the calculation of the 2024 election, this is really sloppy.",1,2024-02-18 14:55:48,netral,,
"Masih harus diperbaiki sistemnya, karena masih nggak sesuai dengan yang kita foto",1,2024-02-18 14:53:54,negatif,,
Apk cacat nyusahin aja,1,2024-02-18 14:30:06,negatif,,
Susah menggunakan,1,2024-02-18 14:26:45,negatif,,
Permudah dalam pengambilan gambar supaya bisa d galery yg tersimpan,3,2024-02-18 14:09:11,netral,,
parah banget,1,2024-02-18 14:03:39,negatif,,
Aplikasi gak jelas abal2,1,2024-02-18 14:02:03,negatif,,
"Update versi 2.4 mantab,..ringan, tapi proses konversi pdfnya luamaaa...sudah 2 hari loading proses terusssss, belum berhasil membuat dokumen file pdf.",3,2024-02-18 14:00:07,negatif,,
"Terbukti cacat sistem algoritma nya dan viral , penuh kecurangan dan keberpihakan THD Paslon tertentu",1,2024-02-18 13:45:30,negatif,,
Isinya bug semua bang..,1,2024-02-18 13:45:21,negatif,,
Akhirnya updatean yg sekarang bisa login setelah kemarin Hardware biometrik faillure terus .. terimakasih atas update nya,1,2024-02-18 13:44:19,netral,,
Aplikasi musingkeun sararea,1,2024-02-18 13:42:06,negatif,,
Apk buruk,1,2024-02-18 13:35:59,negatif,,
"""Saya sangat kecewa dengan APK Si Rekap. Setelah menggunakan aplikasi ini untuk merekap data selama beberapa waktu, saya menemukan bahwa hasilnya tidak konsisten dan rentan terhadap manipulasi. Apk sampah kurang dana seperti nyaa",1,2024-02-18 13:33:43,negatif,,
Aplikasinya eror dan tak bisa digunakan dengan baik.,1,2024-02-18 13:30:37,negatif,,
"Pemerintahan sangat tidak baik,dalam membuat aplikasi.untuk kepentingan rakyatnya. Lebih baik hapus saja,",1,2024-02-18 13:28:03,negatif,,
Aplikasi super ribet bukan memudahkan malah teori mempersulit diri,2,2024-02-18 13:19:32,negatif,,
Makanya sebelum di edarkan di uji coba dulu Aplikasi bisa berjalan apa tidak Padahal udah jelas fotonya malah minta foto ulang,1,2024-02-18 13:14:35,negatif,,
Lelet,5,2024-02-18 13:14:35,negatif,,
"Saya kasih tau waktu di lapangan yah min. 1. app kurang membaca 100% , x terbaca 1 2. tombol online dan offline tersebut cuma pop up jadi agak sedikit merepotkan 3. Sesi yang terlalu pendek dan ketika sudah mode offline lalu kembali ke app harus online dulu 4. Terkadang di tabel edit ada yang bisa di edit dan ada yang tida 5. Ini yang paling nyebelin , kelebihan muatan sehingga keluar kode 504 sampe ahir pemilu rampung tolong lah min perbaiki dan servernya yang 2jt pengguna bisa nampung.",1,2024-02-18 13:14:33,negatif,,
Lier goblog aplikasi butut ngadon jangar ka aingna,1,2024-02-18 13:11:24,negatif,,
Butut mang ah aplikasi teh,1,2024-02-18 13:09:23,negatif,,
"Sangat menyusahkan dalam upload C Plano terutama pada rekap hasil presiden dan wapres tdk sesuai,lebih parahnya tidak bisa diedit......",1,2024-02-18 13:05:03,negatif,,
loading abis,1,2024-02-18 12:57:45,netral,,
Aplikasi buat bohongin rakyak,1,2024-02-18 12:56:52,negatif,,
"Harusnya si bisa nginput gambar dari galeri yaa, jadi bisa lebih simpel dan cepet, dan bisa lebih hd dan jelas juga, jgn lngsung dari apk nya mna harus nunggu hijau dulu baru bisa dikirim, ini malah memperlama dan mempersulit",1,2024-02-18 12:53:12,netral,,
Parah amat ini apk input data eror terus,1,2024-02-18 12:48:10,negatif,,
"Kapan ada update lagi ya si rekap ini, aku menanti update yang baru, karena aku kangen banget menggunakan aplikasi ini lagi, kapan ya update lagi ya, kapan yaa, udah tak tunggu tunggu update lagi biar bisa digunakan lagi. Aku dah kangen banget pingin pakai srekap lagi, aduh pokoknya kangen banget. Aplikasi yang bikin susah orang tidur, aplikasi yang bikin betah berlama lama di depan hape, pokoknya kangen banget pakai aplikasi ini lagi, sirekap oh sirekap, aplikasi yang tak pernah bosan.",2,2024-02-18 12:47:13,negatif,,
"Ternyata aplikasi belum layak pakai,, karena apk ini menyusahkan petugas kpps,,,,, pasti kontrak nya mahal apk ini,,,,, tapi bikin pusing,,,,",1,2024-02-18 12:43:20,negatif,,
Ra genah,1,2024-02-18 12:38:44,negatif,,
"Susah untuk melihat hasil, mungkin dikarenakan servernya yang lemah . Jadi sulit untuk mengecek apa yang sudah di upload.",1,2024-02-18 12:37:54,negatif,,
Belum layak digunakan,1,2024-02-18 12:37:42,negatif,,
Pen riset kata sandi aja gak ada akses lupa kata sandi heran ini aplikasi bukan sii,1,2024-02-18 12:36:55,negatif,,
Sangat buruk..,1,2024-02-18 12:35:46,negatif,,
Baik!,5,2024-02-18 12:32:15,positif,,
Aplikasi sirekap ini sangat membantu kpps pusing kepala,1,2024-02-18 12:13:35,positif,,
"Begitu sy membaca komentar para pengguna apl ini mmg ada rasa keraguan akan semua hal, namun bgtuu sy putuskan untuk coba sendiri. Oleh krn itu apabila bintang full sy buat dlm masa sebulan sekurang2 nya setelah apl ini sy download, maka itu artinya sy dan konsumen nya puas, ok termksh Nb: Aplikasi ini tdk tersedia untuk daftar baru, cuma akses login masuk yg sdh mendaftar.",1,2024-02-18 11:57:31,positif,,
Bikin susah,1,2024-02-18 11:52:19,negatif,,
"Aplikasi yg belum layak digunakan... Sangat merepotkan pengguna... Jika sirekap ini jd medsos, pasti ditinggal penggunanya.. Upload foto aja harus nunggu lama sampai bener2 ter-upload...",1,2024-02-18 11:46:04,negatif,,
"Katanya menggelontorkan dana milyaran, kok pakenya server gratisan? Chuaksss",1,2024-02-18 11:45:39,negatif,,
"Aplukasi sangat jelek, mendingan pakai yang tahun 2019 lbih lancar dan responsif",1,2024-02-18 11:38:35,positif,,
aplikasinya tidak membantu,1,2024-02-18 11:14:25,negatif,,
Pusingggg,3,2024-02-18 11:14:01,negatif,,
"tingkat lagi keamanan, kemudahan upload file, user dan pasword jgn sampai di salah gunakan.",1,2024-02-18 11:09:12,negatif,,
Aplikasi ini Bikin Emosi KPPS yg Dapat Tugas. Dari Awal Tidak Bisa Otentifikasi. Sering Log Out. Lemot Mung Munyer Munyer. Pembacaan Hasil Foto Yang Salah. Ujung2nya Yg Disalahkan KPPS Operator Sirekap,1,2024-02-18 11:08:41,negatif,,
"Aplikasinya susah d buka ,selalu eror ,mohon penjelasannya",1,2024-02-18 11:05:14,negatif,,
Aplikasi yang membuat cacatnya demokrasi,1,2024-02-18 11:00:06,negatif,,
Bukannya mempermudah malah menyusahkan aplikasi bot,1,2024-02-18 10:57:43,negatif,,
"Pemilu disiapkan bukan sebulan dua bulan,tapi lima tahun.hanya bikin aplikasi begini kok ga becus, kerjanya KPU apa.aplikasi dibuat dengan anggaran negara,apa yang seperti ini yang mau di hasilkan??????",1,2024-02-18 10:52:39,negatif,,
aplikasinya tidak akurat,1,2024-02-18 10:47:01,negatif,,
Tolong diperbaiki lagi untuk memfoto rasanya seperti VGA.,1,2024-02-18 10:42:45,netral,,
Good,3,2024-02-18 10:20:52,positif,,
"Dah capek2 jd KPPS apa yg diinput/dipoto banyak yg tidak sesuai... Di Form C Hasil Presiden, klo salah kenapa masuknya ke paslon tertentu ya...?",1,2024-02-18 10:14:23,negatif,,
"Kalau belum siap digunakan lebih baik dikaji ulang, menyusahkan. Pemilu sudah selesai ini masih ngurus ngurus rekap, ngomong gini juga gak akan didengerin orang rakyat.",1,2024-02-18 10:11:03,negatif,,
Aplikasi yang harus dimusnahkan karena perusak demokrasi...,1,2024-02-18 09:47:24,negatif,,
"Aplikasi abal2, tdk siap di gunakan smpai Hari H pun bikin jengkel",1,2024-02-18 09:45:24,negatif,,
Susah masuk nya,5,2024-02-18 09:44:47,negatif,,
"Busuk, Dagelan Wakanda",1,2024-02-18 09:31:14,positif,,
Agak susah kelollah,1,2024-02-18 09:22:21,negatif,,
Kek nya kalo belum siap ga usah di pake dulu ..banyak banget bug nya .. Mana suara presiden menggelembung sebagian Paslon lagih terus ga bisa di ubah ... Bisa jadi di anggap kecurangan kan ...,1,2024-02-18 09:22:21,negatif,,
"Aplikasi terburuk yang pernah saya pakai, harusnya ini ada opsi bintang 0, harusnya pas upload ada opsi galeri dong, GIMANA SIHHH !!!!",1,2024-02-18 09:20:51,negatif,,
Aplikasi yg dibuat tidak ada gunanya,1,2024-02-18 09:18:21,negatif,,
"Belajarlah dari server moonton, player yang buka banyak anti ngelag",1,2024-02-18 09:16:26,netral,,
"Ga bisa masuk, tidak ada pilihan daftar akun yg ada hanya masuk akun sedangkan kita blm punya akun gmn mau masuk hadeeee....cacat nih aplikasi",1,2024-02-18 09:11:42,negatif,,
"Buruk.. buat 1 negara panik. App kok ga di A/B Testing dulu, apalagi UAT Testing. Kacau kali algoritmanya. Filternya pun masih jadul, ga otomatis fixed kalau di scroll.",1,2024-02-18 09:10:08,negatif,,
Aplikasi pembuat gaduh... Aplikasi masih tolol dipaksakan di pakai,1,2024-02-18 09:08:30,negatif,,
"Aplikasi konyol, tidak berguna dan menyusahkan",1,2024-02-18 09:04:04,negatif,,
Sarana kecurangan pemilu 2024.,1,2024-02-18 09:01:51,negatif,,
"Aplikasi yg sangat merepotkan, semoga pilkada dihilangkan",1,2024-02-18 08:57:47,negatif,,
😭😭😭😭😭,1,2024-02-18 08:40:21,netral,,
Belum layak digunakan,1,2024-02-18 08:35:04,negatif,,
Bikin gengenh geleng kepala pokonya.,1,2024-02-18 08:31:22,negatif,,
"Saat tgl 14 feb, di wajibkan menggunakan versi 2.41 lha kok mau submit aja susah poll. Ngerjain sirekap sampai 3 hari 2 malam tidak ada perubahan. Berujung kirim manual file ke pps. Aplikasi nggak guna, mindo gaweni",1,2024-02-18 08:30:18,negatif,,
Aplikasi yg sangat berguna untuk mempersulit dan memperlambat pekerjaan,1,2024-02-18 08:28:55,positif,,
App yg cukup membantu,5,2024-02-18 08:27:39,positif,,
"Masih banyak kekurangan. Salah satunya tidak bisa mengaktifkan lampu flash saat mau foto. Coba ditambahkan fitur menyalakan flash, untuk membantu saat foto. Mungkin kedepan bisa dipikiran yang discan adalah C-salinan yang berukuran A4, dimana sekarang hampir tiap TPS dilengkapi dengan printer yang bisa scan dan copy.",3,2024-02-18 08:26:09,negatif,,
Dana 30m cuma untuk ongkos minta maaf KPU..,1,2024-02-18 08:18:52,negatif,,
Mending dihapus ini aplikasi,1,2024-02-18 08:13:49,negatif,,
"Untuk kunci dan buat dokumen DPR Pusat tidak bisa digunakan sudah 3 hari tetap mutar muter, tolong diperbaiki....",1,2024-02-18 08:04:33,negatif,,
Aplikasi buang2 kuota.. tolong lebih canggih lagi dong puh.. sepuh..,1,2024-02-18 07:56:17,negatif,,
Mantap,4,2024-02-18 07:48:09,positif,,
menyulitkan anggota kpps,1,2024-02-18 07:36:52,negatif,,
"Aplikasi sekelas nasional saat C Plano di upload dan sistem salah baca dibilang masih MOCK UP TEST, apesnya tidak bisa diedit pertanyaan paling mendasar selama kurang dari 5 tahun tim IT KPU kerjanya apa ? Apakah tidak ada maintenance berkala atau upgrade sirekap?",1,2024-02-18 07:36:41,negatif,,
"KPPS yang kerja pagi sampe pagi, menyajikan data akurat, jujur,netral jadi kacau karena sebuah aplikasi. Mungkin hanya sebuah aplikasi namun efek yang ditimbulkan sangat besar terhadap tumbuhnya demokrasi negara tercinta.",1,2024-02-18 07:36:29,negatif,,
Sangat mengecewakan,1,2024-02-18 07:36:23,negatif,,
Lu gak takut dosa min. Nyusahin puluhan juta orang dengan aplikasi amburadul.,1,2024-02-18 07:33:37,negatif,,
Parah...kena virus curang,1,2024-02-18 07:31:58,negatif,,
Data gk bs di pertanggung jawabkan . .,1,2024-02-18 07:25:01,negatif,,
"Aplikasi tidak mempermudah mlh mempersulit petugas KPPS, foto tidak tebaca padahal sudah terang... Susah di gunakan, fitur terbatas... Astaghfirullah, aplikasi apa ini",1,2024-02-18 07:24:41,negatif,,
Mau komen panjang udah dibahas sama yang lain,1,2024-02-18 07:24:29,netral,,
Apk menyesatkan dlm penghitungan suara pemilih,1,2024-02-18 07:24:11,negatif,,
Hadeeehh kpu kpuuuuu kasian kami yang dijadikan bahan percobaan sirekap tapi nyatanya aplikasi ini belum layak dan belum lulus uji coba .,1,2024-02-18 07:21:43,negatif,,
"Aplikasi gak jelas, malah menghambat kerja KPPS",1,2024-02-18 07:12:59,negatif,,
"Apk bintang 1 atau Tidak Netral, Server di Singapura Punya Perusahaan China, Tidak ada sertifikasi dari pihak Penguji, Audit, dll. hanya sertifikasi dari Kominfo saja, Memakai Sistem Algoritma Otomatis, Suara untuk paslon 02 Otomatis harus diatas 50℅ terus, Makanya banyak kita temukan suara di TPS tiap Provinsi ditambah otomatis terutama paslon 02, kadang di gelembungkan 100 suara, kadang 700 suara, dan suara paslon 01 dan 03 dikurangi 10-50 suara. SI REKAP HARUS DI AUDIT FORENSIK. BIAR TERUJI.",1,2024-02-18 07:02:19,negatif,,
Padahal buat data pemilu tapi jelek banget ni aplikasi anj,1,2024-02-18 06:46:24,negatif,,
"Seandainya bisa ngasi 0 bintang ,gua ngasihnya 0 bintang",1,2024-02-18 06:41:53,negatif,,
aplikasi setingan,1,2024-02-18 06:35:20,netral,,
Tdk guna,1,2024-02-18 06:31:37,negatif,,
"Bukanya mempermudah, malah mempersulit. Belum bisa untuk dipakai untuk kapasitas banyak data.",1,2024-02-18 05:47:35,negatif,,
Aplikasinya jelek tidak berguna,1,2024-02-18 05:43:21,negatif,,
Terimakasih sudah menyusahkan🤡,1,2024-02-18 05:41:44,negatif,,
Seharusnya masyarakat disiapkan aplikasi untuk pemilihan suaranya. Dan masyarakat bisa mengawasi suaranya masing-masing.Sehingga tidak perlu ke TPS. Aplikasi ini kayaknya belum di ini coba.,1,2024-02-18 05:40:56,negatif,,
Jelek sekali sumpah hahahahha,1,2024-02-18 05:40:29,negatif,,
Kepada seluruh pemangku jabatan dan kewenangan. Jika ingin menyesuaikan zaman dg mengadaptasi teknologi siapkan yg benar² bermutu. Jangan memilih vendor yg abal². Kami sebagai admin merasa dirugikan oleh KPU Krn menyita waktu dan tenaga. Terlebih pergantian pulsa di RAB sbg admin sirekap hanya 50k. Ga sebanding dg effort yg kami keluarkan di TKP.,1,2024-02-18 05:37:16,negatif,,
Sangat tidak efektif dalam penggunaan server lemott sekali,1,2024-02-18 05:21:11,negatif,,
"lelet, proses verifikasi sangat lambat, pengambilan gambar tidak tersimpan dalam file manajer, gagal membaca nomor, tidak tersedia menu edit pada kolom waktu penghitungan.",1,2024-02-18 05:20:17,negatif,,
Jlek,1,2024-02-18 05:14:33,negatif,,
Di web nggak kebaca udah jadi tapi proses terus di web datanya,5,2024-02-18 05:14:01,negatif,,
Aplikasi pemerintah kaya gini amat!! Serba mentah dalam segala aspek. Bagaimana mau menjadi Indonesia emas,1,2024-02-18 05:13:07,negatif,,
"Untuk 1 aplikasi yg pembiayaannya dari negara, Mungkin nama SITOLOL lebih pas daripada SIREKAP.",1,2024-02-18 05:06:32,negatif,,
Ngapain ajah selama 4 yahun ini,1,2024-02-18 05:02:57,netral,,
Cara masuknya gimana,1,2024-02-18 05:00:42,netral,,
"Susah omong..hingga hari ini sisa 1 halaman foto pun nda bisa terbuka,..bertahun² buat aplikasi mgkn nol evaluasi, kami di lapangan yg susah...percuma sebut ini apk level nasional tp nyatanya macet² kacau",2,2024-02-18 04:59:31,negatif,,
Terbaik 2024,5,2024-02-18 04:57:32,positif,,
Susah buka,1,2024-02-18 04:44:44,negatif,,
Upload data hampir 12 jam myterr terruusssss,1,2024-02-18 04:44:18,negatif,,
Aplikasi cacat,1,2024-02-18 04:38:43,negatif,,
"Apk paling menyusahkan, buriq, not good. Data nya udah sesuai tpi tetep aja g ke unggah aneh",1,2024-02-18 04:36:22,negatif,,
Aplikasi gak layaknpake padahal tujuanya penting tapi udah percuma dipake mnding gk usah ada aplikasinya,1,2024-02-18 04:36:03,negatif,,
Pas,5,2024-02-18 04:33:53,netral,,
Aplikasi bikin gaduh saja,1,2024-02-18 04:27:57,negatif,,
Kata nya untuk mempermudah nyatanya malah menghambat,1,2024-02-18 04:05:15,negatif,,
Aplikasi yg d buat negara anggaran besar tapi sampai ke vendornya sangat minim.jadi pantas aplikasinya jelek,1,2024-02-18 04:02:27,positif,,
Aplikasi cacat tapi dipaksakan digunakan KPU.,1,2024-02-18 03:44:05,negatif,,
"Ini aplikasi yg ngebuat petugas pegi pagi pulang pagi ! Aplikasi blm siap sudah dipaksa digunakan !! Aplikasi yg bukan membuat simpel pekerjaan, tetapi malah mempersulit pekerjaan !",1,2024-02-18 03:41:29,negatif,,
"Aplikasi nggak jelas, login susah, bukannya nambah enak malah nambah beban, lebih baik sirekapnya diperbaiki kadang ada bug",1,2024-02-18 03:39:34,negatif,,
"Aplikasi yg sangat tidak layak,digunakan.",1,2024-02-18 03:26:42,negatif,,
"Sebagai sirekap 1, apk ini sangat sangat sangat menyusahkan.. saya berharap kpu memberikan apk yg dapat membantu memperlancar proses penghitungan suara.. bukannya sebaliknya.. dengan adanya apk ini, justru sangat terbebani sekali.. saya rasa apk ini belum siap digunakan sepenuhnya dalam pemilu tahun ini.. pekerjaan kpps malah semakin rumit..",1,2024-02-18 03:25:49,negatif,,
"infrastruktur digital aja mash semrawut,server sering down. uji coba baru brapa kali. lebih bagus CAT game yg dimainin anak gw",1,2024-02-18 03:19:45,netral,,
Bisa edit semaunya.. data todak valid,1,2024-02-18 03:14:36,negatif,,
Aplikasi sampah!!! kecurangan dimana mana! ngakunya bug padahal emang disetting untuk memenangkan Paslon Prabowo Gibran!!!! cueh!!!! aplikasi sampah!!!!!,1,2024-02-18 03:10:17,negatif,,
"Aplikasi nya Tidak bisa di Log out,.",1,2024-02-18 03:09:41,negatif,,
Siap matep,4,2024-02-18 03:05:44,netral,,
"Mohon jadi evaluasi bagi vendor aplikasi ini. Karena aplikasinya lemot, sering error, loading lama, salah membaca data. Memperlambat kinerja petugas kpps.",2,2024-02-18 03:01:32,negatif,,
Sekelas aplikasi untuk indonesia gini bobroknyo,1,2024-02-18 03:00:09,negatif,,
Habisin uang negara saja aplikasi ini,1,2024-02-18 02:59:00,negatif,,
Aplikasi hasil korupsi,1,2024-02-18 02:56:11,negatif,,
Nyusahin doang,1,2024-02-18 02:55:27,negatif,,
Mudah mudahan sangat akurat,5,2024-02-18 02:54:59,positif,,
Ok,4,2024-02-18 02:49:52,positif,,
"BANYAK BUG, SERVER DOWN TERUS, NYUSAHIN KPPS.",1,2024-02-18 02:48:23,negatif,,
Sangat buruk sangat buruk sangat buruk cuma kata itu yang pas buat aplikasi ini sangat buruk,1,2024-02-18 02:37:18,negatif,,
Bener bener aplikasi menyusahkan !!!! Wajib dapet rating 1!!!!,1,2024-02-18 02:35:55,negatif,,
"Aplikasi ampas, bukan nya mempermudah malah nyusahin. Buang buang anggaran aja",1,2024-02-18 02:34:48,negatif,,
Aplikasi cupu,1,2024-02-18 02:28:23,negatif,,
Beban kpps,1,2024-02-18 02:16:54,negatif,,
Aplikasi penggelembungan suara,1,2024-02-18 01:55:33,negatif,,
Mantap,5,2024-02-18 01:52:00,positif,,
BUKAN BUATAN KPU INI NJIR,1,2024-02-18 01:49:35,negatif,,
"Sering error, susah login, scan tidak membaca dengan baik",1,2024-02-18 01:30:59,negatif,,
"Apk sangat"" tidak ada nilainya, udh di update ke versi terbaru masih sama Buat apa sii diciptain klo cuma nyusahin admin aja Udh aja tu itung manual dri c plano nya langsung nggk kudu segala pake"" apk yg jelas"" nggk bisa digunain Masa buat presiden angkanya nggk bisa diubah kan apk aneh",1,2024-02-18 01:28:32,negatif,,
jelek,1,2024-02-18 01:27:27,negatif,,
Meresahkan masyarakat,1,2024-02-18 01:21:49,negatif,,
"segini dulu lah bintangnya buat apk prematur ini. adanya apk bukannya mempermudah, malah mempersulit. kalau belum siap ya gak usah pakai"" apk segala.",1,2024-02-18 01:16:44,negatif,,
"Aplikasi negara malah bikinnya asal asalan, cuma jadi sumber masalah para petugas negara.",1,2024-02-18 00:53:42,negatif,,
Jelek,1,2024-02-18 00:43:58,negatif,,
"gabisa ber word word sma aplikasi ini, tujuannya mempermudah apa mempersulit sih?",1,2024-02-18 00:42:36,negatif,,
"Aplikasinya tidak layak di gunakan dan banyak hasil yg di input oleh kpps tidak sesuai, harusnya ada batasan maksimal pengimputan suaranya sesuai Dpt yg di tetapkan",1,2024-02-18 00:41:50,negatif,,
"Parah, gak bisa masuk ke sirekap",1,2024-02-18 00:38:58,negatif,,
Gagal,1,2024-02-18 00:37:57,negatif,,
