content,score,label
Sirekap 1 udah pernah 2x. Ditambah kebagian tugas di kpps 2. Menyala sirekap 1 ku,,Netral
ku jadi sirekap 1 mana baru prtama ikut kpps,,Netral
apalagi pas upload daftar hadir,,Netral
Kpps 4+Sirekap1+Operator printer+full nulis C-Hasil😭,,Netral
menjiwai sirekap sya ahwhwhwhw,,Netral
hahha iya bnerr bngg,,Netral
kuncinya cuma SABAR,,Netral
Sngat sabar 🥰 tapi ada titik terang beda dengan pilpress😅,,Netral
gw ketua sekaligus sirekap 1,,Netral
Ku pasrahkan dengan kpps ku lah,,Netral
Salam dari sirekap kaltim,,Netral
Salam dari sirekp madura ,,Netral
itu bajunya khusus operator sirekap kah bang?,,Netral
pilkada tahun ini bagian sirekap lagi,,Netral
guranjay,,Netral
🤣🤣🤣benar2 menguji kesabaran,,Netral
waduh yg 150 cm gmn😂,,Netral
katanya nanti untuk sirekab bakalan dapat hp android.. emang iya ?,,Netral
Lah tempat gua sirekap 1 sama 2 pakek ios semua,,Netral
sirkepa pengguna Ios,,Netral
Lah tempat gua sirekap 1 sama 2 pakek ios semua,,Netral
Harus nya di sediain sama pps nya ga si,,Netral
Iphone bisa ga sirekao?,,Netral
klo jdi operator ada tambahan gajih kah?,,Netral
wawancara di tanyain apa aja sih ? aku baru awal daftar ga punya pengalaman 🤣,,Netral
loh pake android to. kirain harus leptop,,Netral
Hoo jadi ini gunanya pertanyaan jenis hp di siakba,,Netral
Boleh pake ios ga si? Aku kepilih sirekap 2 lagi,,Netral
"untung sirekap ketua hahaa, semoga gue bagian tinta",,Netral
foto pak jokowi dilepas di sekolah,,Netral
os bisa ga? Soalnya jadi sirekap2,,Netral
masa kata kpps ditempat gw yg android versi terbaru GK bisa harus 9-12 doang. apa bener?,,Netral
hp ku oppo A3S ram 2 malah dipilih jd sirekap,,Netral
"lah HP ku kecil ram nya kak, malah di suruh megang apk si rekap.. mudah² KPU bisa ganti HP ku kk",,Netral
"android 11 ram 4/64gb, memori masih sisa banyak bisa ga kak?",,Netral
Yayaya sirekap harus android,,Netral
merek vivo juga ga bis akah? aku sirekap soalnya,,Netral
Minimal Android berapa?,,Netral
lah gua sirkeap jir,,Netral
7 anggota kpps itu termasuk sirekap atw beda jga yh,,Netral
Harus pake samsung s 24 donk,,Netral
ku jadi sirekap 1 mana baru prtama ikut kpps,,Netral
apalagi pas upload daftar hadir,,Netral
Kpps 4+Sirekap1+Operator printer+full nulis C-Hasil😭,,Netral
menjiwai sirekap sya ahwhwhwhw,,Netral
hahha iya bnerr bngg,,Netral
kuncinya cuma SABAR,,Netral
Sngat sabar 🥰 tapi ada titik terang beda dengan pilpress😅,,Netral
gw ketua sekaligus sirekap 1,,Netral
Ku pasrahkan dengan kpps ku lah,,Netral
sirekap 1 + kpps 5,,Netral
Salam dari sirekap Maluku utara🙏,,Netral
Saya di jadikan ketua kpps + sirekap 1,,Netral
"Pernah jadi ketua kpps, sekaligus operator sirekap",,Netral
"KPPS 4 sirekap 1 ,,yaasaaalaamm 😭",,Netral
kpps 2 saya,,Netral
"bg apa bener ya klo misal sirekap 2 uda upload pdf dan uda 100 persen,terus sirekap 1 nya bakal eror pas buat unggah pdfnya,karna datanya uda ke upload dari sirekap 2?",,Netral
"bg apa bener ya klo misal sirekap 2 uda upload pdf dan uda 100 persen,terus sirekap 1 nya bakal eror pas buat unggah pdfnya,karna datanya uda ke upload dari sirekap 2?",,Netral
Sirekap 1 udah pernah 2x. Ditambah kebagian tugas di kpps 2. Menyala sirekap 1 ku,,Netral
ku jadi sirekap 1 mana baru prtama ikut kpps,,Netral
apalagi pas upload daftar hadir,,Netral
Kpps 4+Sirekap1+Operator printer+full nulis C-Hasil😭,,Netral
menjiwai sirekap sya ahwhwhwhw,,Netral
hahha iya bnerr bngg,,Netral
pernah kepikiran gak sih kalo bisa pakai tripod biar gak gemeteran,,Netral
real,,Netral
kurang kurat tapi lancarrr woii,,Netral
gw sirekap 1,,Netral
pake tripod sip,,Netral
"baru pertama kali ikut di kpps 3 + sirekap,",,Netral
Coba dadi ketua,,Netral
saran pake sirekap mode offline dulu kak,,Netral
sirekap jaga tinta💅,,Netral
"apalagi pas pilpres kmren, kpps 3 + sirekap 1.",,Netral
"padahal baru nyoba ikutan KPPS, malah langsung disuruh jadi sirekap🥺",,Netral
yg ketua KPPS+ sirekap 1😁,,Netral
Gass sirekap 1 dan 2,,Netral
sirekap ku si pak ketua hehe,,Netral
Yang jadi pps admin datin😊,,Netral
"dulu pas pilpres aku kpps 2+sirekap 1,awomawok habis tu dah pilkada ditunjuk lagi",,Netral
andai kemaren gw ngakunya pake hp vivo ram 2gb pasti ga dijadiin sirekap 1🙂,,Netral
Kpps 1 + Sirekap 1,,Netral
Tadinya jadi sirekap 1 sama kpps 4 tapi aku bernego menjadi kpps 3 saja😭,,Netral
sirekap 1 kpps 7 absen😏,,Netral
Ada yg tau gak tugas saksi itu ngapain aja degdekan banget takut salah soalnya baru pertama kali,,Netral
Emang harus yah sirekap ini pake hape android? Di tmpt ku diwajibkan,,Netral
aku yang jadi KPPS 4 plus sirekap 2 be like 🔥🤙,,Netral
Sirekap 1 & kpps 5,,Netral
Gw yg alumni sirekap pemilu februari 2024 😎,,Netral
Sirekap 1 hadir,,Netral
padahal gua pengennya jagain tinta,,Netral
"sumpah kemaren ujicoba mana sendiri sirekap 2 gahadir, pas bupati gabisa sekali foto kesabaran di uji untung akurat😭🤣",,Netral
"2x sirekap, dobel sabar kang",,Netral
jangan tanya sabarku seluas apa,,Netral
"apa itu hastag yg sirekap tau hanya april tag, menyala&semangat sirekap pilkada🔥",,Netral
aku sirekap 1 kpps 3,,Netral
sirekap aja siii,,Netral
besoklah jadi ketua,,Netral
Mau jaga tinta aja,,Netral
sirekap 1 dan 2,,Netral
aku alumni sirekap pilpres🤯,,Netral
Pake tripod yg bisa disesuaikan ketinggiannya dg form c hasil,,Netral
"kpps 4 kerjanyaa apa gays?,",,Netral
"Pernah jadi ketua kpps, sekaligus operator sirekap",,Netral
"KPPS 4 sirekap 1 ,,yaasaaalaamm 😭",,Netral
kpps 2 saya,,Netral
"bg apa bener ya klo misal sirekap 2 uda upload pdf dan uda 100 persen,terus sirekap 1 nya bakal eror pas buat unggah pdfnya,karna datanya uda ke upload dari sirekap 2?",,Netral
"bg apa bener ya klo misal sirekap 2 uda upload pdf dan uda 100 persen,terus sirekap 1 nya bakal eror pas buat unggah pdfnya,karna datanya uda ke upload dari sirekap 2?",,Netral
Sirekap 1 udah pernah 2x. Ditambah kebagian tugas di kpps 2. Menyala sirekap 1 ku,,Netral
ku jadi sirekap 1 mana baru prtama ikut kpps,,Netral
apalagi pas upload daftar hadir,,Netral
Kpps 4+Sirekap1+Operator printer+full nulis C-Hasil😭,,Netral
menjiwai sirekap sya ahwhwhwhw,,Netral
hahha iya bnerr bngg,,Netral
kuncinya cuma SABAR,,Netral
Sngat sabar 🥰 tapi ada titik terang beda dengan pilpress😅,,Netral
gw ketua sekaligus sirekap 1,,Netral
Ku pasrahkan dengan kpps ku lah,,Netral
Salam dari sirekap kaltim,,Netral
Salam dari sirekp madura ,,Netral
itu bajunya khusus operator sirekap kah bang?,,Netral
pilkada tahun ini bagian sirekap lagi,,Netral
guranjay,,Netral
🤣🤣🤣benar2 menguji kesabaran,,Netral
waduh yg 150 cm gmn😂,,Netral
katanya nanti untuk sirekab bakalan dapat hp android.. emang iya ?,,Netral
Lah tempat gua sirekap 1 sama 2 pakek ios semua,,Netral
sirkepa pengguna Ios,,Netral
Lah tempat gua sirekap 1 sama 2 pakek ios semua,,Netral
Harus nya di sediain sama pps nya ga si,,Netral
Iphone bisa ga sirekao?,,Netral
klo jdi operator ada tambahan gajih kah?,,Netral
wawancara di tanyain apa aja sih ? aku baru awal daftar ga punya pengalaman 🤣,,Netral
loh pake android to. kirain harus leptop,,Netral
Hoo jadi ini gunanya pertanyaan jenis hp di siakba,,Netral
Boleh pake ios ga si? Aku kepilih sirekap 2 lagi,,Netral
"untung sirekap ketua hahaa, semoga gue bagian tinta",,Netral
foto pak jokowi dilepas di sekolah,,Netral
os bisa ga? Soalnya jadi sirekap2,,Netral
masa kata kpps ditempat gw yg android versi terbaru GK bisa harus 9-12 doang. apa bener?,,Netral
hp ku oppo A3S ram 2 malah dipilih jd sirekap,,Netral
"lah HP ku kecil ram nya kak, malah di suruh megang apk si rekap.. mudah² KPU bisa ganti HP ku kk",,Netral
"android 11 ram 4/64gb, memori masih sisa banyak bisa ga kak?",,Netral
Yayaya sirekap harus android,,Netral
merek vivo juga ga bis akah? aku sirekap soalnya,,Netral
Minimal Android berapa?,,Netral
lah gua sirkeap jir,,Netral
7 anggota kpps itu termasuk sirekap atw beda jga yh,,Netral
Harus pake samsung s 24 donk,,Netral
aku barusan pertama kali ikut kpps eh malah jadi sirekap 1 anjayyy,,Netral
aku barusan pertama kali ikut kpps eh malah jadi sirekap 1 anjayyy,,Netral
"android 13, ram 8 , kapasitas 256 niat mo download tapi ""perangkat tidak kompatibel"". download piye lur",,Netral
User ios malah kepilih jadi sirekap,,Netral
"kok banyak sliweran kayak gini, kebetulan jadi operator sirekap jg emang sulit ya kak?😌",,Netral
pake android ram 2 + pake smartfrend,,Netral
kuota yg banyak sama harus bekal charger,,Netral
ditempat gue tugasnya kok belum dibagi ya,,Netral
aku barusan pertama kali ikut kpps eh malah jadi sirekap 1 anjayyy,,Netral
ip sambil leyeh leyeh dulu,,Netral
"Hai dev, tolong perhatikan kita dipelosok indonesia timur yang koneksi internetnya tidak memadai ini juga donk!! kalau aplikasi ini anda pasangi TIMEOUT ya otomatis saat hari H kita tidak akan bisa bekerja",,Netral
"Awalnya apk bisa, trs pas log in kembali tidak bisa masuk. Untuk kalian yg seperti saya sampai hapus cache, uninstal dan download lg tp tidak bisa masuk/log in bahkan sampai restart hp. Dengan syarat tidak lupa username dan pw silahkan hubungi orang yang bertugas mengenai sirekap di kelurahan anda. Agar segera di buatkan akun baru. Alhamdulillah saya langsung dibuatkan baru dan bisa kembali. Jika sdh ok, jgn hapus cache apk agar terus tersimpan data loginnya. Kalau udh ok apknya jgn di otak-atik",,Netral
"Baguss, sangat mudah dipahami. Namun tolong diupgrade lagii min. Dulu versi 2.71 di hp saya bisa masuk, tapi skrg pake versi 2.73 tidak bisa masuk.",,Netral
Semoga Bisa Digunakan Sampai Hari H Sebagaimana Mestinya 😄😄😄😄😄,,Netral
Semoga aplikasi sirekap pada pilkada kali ini aplikasinya tidak ada kendala lgi,,Netral
gw kasih bintang lima buat si rekap..... tolong di tingkatkan admin jaringan aplikasinya,,Netral
"Maaf sebelumnya tapi aplikasi belum bisa digunakan secara optimal mau log in saja sulit dan rata rata kendala nya itu semua, mungkin bisa di perbaiki dulu, jika memang sedang maintenance info saja maintenance jadi kita tidak terlalu khawatir Yang sangat kita khawatirkan kalau nanti saat hari pemilu aplikasi tidak dapat digunakan secara serentak tapi diwajibkan menguploud data Mohon untuk pihak KPU segera mengatasi banyaknya kendala kendala yang saat ini terjadi Terima kasihh",,Netral
Semoga bisa ke versi 2.73,,Netral
Full update,,Netral
kenapa ya invalid username or paswor terus padahal paswor dan username sudah benar mohon diperhatikan kendala yang di alami para pengguna sirekap terima kasih,,Netral
"Mudah2 dilancarkan pekerjaannya, Aamiin",,Netral
Membantu untuk menghitung surat suara lewat aplikasi ini dan juga memudahkan petugas untuk bekerja.tapi kendalanya kenapa sirekap tidak bisa mengupdate ke versi 2.73,,Netral
"Gagal update terus, kenapa yah?",,Netral
"Aplikasi yang ""Dipaksakan"" untuk perhitungan pilkada serentak ataupun pemilu. Padahal masih jauh dari kata bagus.",,Netral
Semoga aplikasi nya tidak bermasalah dan terjadi Server Maintenance,,Netral
Tadi aman dh bisa login dan praktek sirekap pada rapat bimtek 1 tiba2 pas mau d pake lagi nga bisa login Berusaha Ampe stres tingkat dewa,,Netral
Apk ini ko tdk bisa masuk kenapa ka tdk bisa,,Netral
Saya lupa password apakah bisa di bantu?,,Netral
Setiap ada uji beban atau rekapitulasi sebaiknya profil yang dimunculkan cuma 1 saja,,Netral
Kpps kedua sy,,Netral
Semoga bisa di andalkan sampe hari H agar tidak membebani relawan,,Netral
Aplikasi belum mateng tapi dipaksain ya jadinya gini,,Netral
Tolong server dipersiapkan dengan baik. Jangan kyak pemilu banyak yg down gambar tidak terkirim,,Netral
Bagaimana solusinya jika lupa password akun sirekap??,,Netral
Aplikasinya masih belum bisa dinupdate secara maksimal mungkin perlu diperbaiki lagi,,Netral
moga saja lancar tanpa kendala sampai hari H,,Netral
"Untuk saat ini tidak ada masalah,semoga dihari haknya tidak bermasalah dan lancar.",,Netral
Min aplikasinya tidak bisa di-update per 19 November 2024,,Netral
Gemana cara kalau lupa password serekap,,Netral
versi 2.73 seperti arahan,,Netral
Semoga aflikanya tidak mainfrance saat hari H nanti,,Netral
"ga bisa update 2.73, apa harus uninstall dulu yg 2.71 ? ga bisa langsung di update ?",,Netral
Semoga bisa masuk,,Netral
perlu penyesuaian,,Netral
"Bagaimana cara ,,kalau lupa passwordnya,,mohon solusinya",,Netral
"Aplikasinya udah bagus tapi, tolong servernya di perbaiki lagi pak, terimakasih",,Netral
Bagaimana cara mereset password ? Terus tiap mau login minta di update terus ?,,Netral
"Saya belum bisa update ke versi 2,73 yg terbaru, min gimana caranya???",,Netral
"Versi 2.71 error, saya update ke versi 2.73 lgsg bisa login, semoga bermanfaat dan lancar",,Netral
Pengawas,,Netral
"Ngabisin kuota. Download mulu, update mulu. Kalau belum siap beresin dulu. Jangan suruh download.",,Netral
Untuk versi 2.71 update ke 2.73 agak susah untuk hp Oppo & Vivo kenapa yaa Padahal hp dah sport,,Netral
sirekap,,Netral
Mk mxsxx... ZAFT gg dfcccccccccccccc dr,,Netral
"Untuk saat ini tidak ada masalah saat bimtek 2, mdh2n pas hari H ga seperti pilpres kmren....",,Netral
Pernah menjadi anggota kppas,,Netral
Untuk pengambilan gambarnya tolong di perbaiki bapak/ibu admin karena sangat lambat supaya admin sirekap tidak lambat dalam bekerja nantinya pada hari H Terima kasih,,Netral
Apkikasi baru,,Netral
Pernah sebagai anggota pantarli untuk pilpres dan wapres dan sebagai ketua TPS pilpres dan wapres,,Netral
Seharusnya kasih opsi lupa kata sandi saat login di aplikasi bang admin. Untuk lebih mejaga keamanan data di dalam aplikasi.,,Netral
Saya kasi bl3 bintang dulu soalnya saya belum bisa login,,Netral
Denga Bisnia Akun,,Netral
Sebagai kpps,,Netral
Aplikasi bagus,,Netral
Ok mantab,,Netral
Sudah bisa login,,Netral
buat yang versi pilkada sudah jauh lebih baik dibanding dengan versi pemilu legislatif,,Netral
"Ver 2.73 menggantikan file .apk ver 2.71. Bisa langsung masuk. Mudah2an lancar digunakan pada saat hari H tdk seperti pada saat pilpres/pileg, sehingga jadi celah untuk ""diserang"" oleh berbagai pihak",,Netral
semoga tidak ngelag disaat hari H hehehe,,Netral
"Halo min, App lupa password untk login, mohon bantuannya.",,Netral
Bagus sirekap tp ga bisaa di buka,,Netral
Aplikasi lucu,,Netral
Menggunakan si rekap pd waktu pilpres,,Netral
Aplikasi kurang baguss,,Netral
Hp saya kok tidak di ijinkan . Kira kira solusinya gimana ya ?,,Netral
Semoga bisa diperbaiki lagi,,Netral
Semoga tak ada kendala dan sudah diperbaharui apknya,,Netral
"Tadi Pagi sya Dapat WA dari KPU Untuk install, setelah install Selesai di buka , gak Bisa ada kata2: Aplikasi versi ini, Sudah Tidak dapat digunakan Ini angel tuturane dikasih deadline 19-11-2024",,Netral
Bisa tolong kalo Lupa kata sandi gimana cara mengatasinya ??,,Netral
Baru mendaptar,,Netral
Aplikasi ini sangatlah bagus akan tetapi masih ada kekurangannya.,,Netral
Untuk pilkada apakah sudah di update,,Netral
Update versi nyaaa,,Netral
Versi berapa yg bagus ? Dan bh Isa terbuka ?,,Netral
Versi terbaru kapan diupgrade?,,Netral
"Utk sirekap versi trbaru, tautan link nya sy terima d group admin sirekap dan itu sdh versi 2.71 , kl yg d playstore ini msh versi 2.55. KPPS bs tnya k PPS atau PPK trkait tautan link download nya. Jd mreka yg download dr play store ada ket aplikasi tdk berlaku / tdk bs d pergunakan. 🙏",,Netral
Juruani susanti,,Netral
Ternyata versi nya masih belum di upgrade,,Netral
"siap, untuk update sirekap",,Netral
Mudah-mudahan bisa memudahkan pekerjaan sebagai petugas KPPS,,Netral
Pilkada 2024,,Netral
Bagus banget bjir wkwk,,Netral
Saya pernah menjadi kpps pemegang aplikasi sirekap dari pilkada 2020,,Netral
Baik cuma saya blum dapat username dan password,,Netral
Sempat login tapi pas mau login lagi invalid password Ama username,,Netral
Semoga Sirekap Lancar gada gangguan,,Netral
"Bagus,, tpi kadang ada masalah gx mau masuk",,Netral
Ingin mengetahui lebih lagi bagaimana cara menggunakan aplikasi sirekap,,Netral
Tolong di update ke versi terbaru karena aplikasi versi ini tidak bisa di gunakan.,,Netral
Update sirekap dulu pak yang terbaru soalnya yang lama tidak bisa di pakai lagi,,Netral
"Ko pas udh mau login,udh masukin pasword sama namanya knp gk bisa login ya",,Netral
"Baru donload tpi knpa muncul nya malah ""aplikasi versi ini sudah tidak dapat digunakan"" Adakah yg bisa bantu saya,",,Netral
"Produk uji coba kok udh di luncurkan,lucunya ini jadi patokan dan menjadi alat wajib bagi kpps, daripada mempermudah malah jadi merepotkan,contoh saat pilnas kemarin udah susah2 simulasi dsb malah pas hari H tidak bisa digunakan,sangat buang2 waktu.",,Netral
follow iG : VILLA FAJAR JAYA,,Netral
Tolong update ke aplikasi yang terbaru. Agar lebih memudahkan petugas yang bekerja di lapangan. Ketika bimtek di beritahu akan menggunakan aplikasi versi 2.71 tapi kenapa aplikasi masih versi 2.55. Tolonglah percepat update nya agar petugas di lapangan tidak kebingungan saat menggunakan aplikasi si rekap di karenakan jadwal yang minim untuk mempelajari aplikasi si rekap,,Netral
Ada kendala aplikasi sudah tidak bisa digunakan.. Minta solusi,,Netral
Tambah Pengalaman,,Netral
Ok. Dicoba dulu,,Netral
Yang sabar untuk yang mendownload tapi blom bisa. Di buka.. setiap KPU beda versi dan ubdet . Nanti ada arahan dari pps untuk meng updet versi terbaru.. di karenakan beda calon di setiap KPU. Versi dan updet uga berbeda,,Netral
Bagaimana jika lupa password nya tolong di bantu,,Netral
Belum pernah pengalaman sirekap,,Netral
Ok semoga lancar Saran saja ; semoga di pilkada ini tidak error lagi 🙏🏃‍♂️🏃‍♂️,,Netral
Aplikasi versi ini sudah tidak dapat digunakan????,,Netral
Semoga bagus,,Netral
Ujicoba,,Netral
Bagaimana solusi jika akun sirekap Lupa pasword,,Netral
"sudah di instal aplikasi yang dari kpu kirim di whatsapp tapi mau buka, katanya versi tidak berlaku..",,Netral
Pernah menggunakan,,Netral
Saya sebagai anggota kpps siap untuk mensukseskan pemilu thn 2024. Pemilihan gubernur dan wakil gubernur kalimantan tengah. Serta bupati dan wakil bupati kabupaten kapuas tahun 2024. Semoga semua nya diberikan ksehatan kelancaran dalam bertugas. Aamiin... 3x... sukses selalu buat semua rekan - rekan anggota pps dan kpps.,,Netral
Semoga sudah diperbaiki aplikasinya,,Netral
semoga gak lelet aja pas satu Indonesia yang pake,,Netral
Belum tau sih apl nya bagaimna apakah berpungsi dengan baik atau tidak ..karena ini kali pertama saya mencoba semoga apl nya berpungsi dengan baik untuk memudhkn saya di saat pemilihan nanti Saya kasih bintang 3 dulu ya Biar lebih semangat terimakasih,,Netral
Ikuti alurrr,,Netral
Tes dulu,,Netral
Aplikasi suda tidak di gunakan,,Netral
"Hai dev, tolong perhatikan kita dipelosok indonesia timur yang koneksi internetnya tidak memadai ini juga donk!! kalau aplikasi ini anda pasangi TIMEOUT ya otomatis saat hari H kita tidak akan bisa bekerja",,Netral
"Awalnya apk bisa, trs pas log in kembali tidak bisa masuk. Untuk kalian yg seperti saya sampai hapus cache, uninstal dan download lg tp tidak bisa masuk/log in bahkan sampai restart hp. Dengan syarat tidak lupa username dan pw silahkan hubungi orang yang bertugas mengenai sirekap di kelurahan anda. Agar segera di buatkan akun baru. Alhamdulillah saya langsung dibuatkan baru dan bisa kembali. Jika sdh ok, jgn hapus cache apk agar terus tersimpan data loginnya. Kalau udh ok apknya jgn di otak-atik",,Netral
"Baguss, sangat mudah dipahami. Namun tolong diupgrade lagii min. Dulu versi 2.71 di hp saya bisa masuk, tapi skrg pake versi 2.73 tidak bisa masuk.",,Netral
Semoga Bisa Digunakan Sampai Hari H Sebagaimana Mestinya 😄😄😄😄😄,,Netral
Semoga aplikasi sirekap pada pilkada kali ini aplikasinya tidak ada kendala lgi,,Netral
gw kasih bintang lima buat si rekap..... tolong di tingkatkan admin jaringan aplikasinya,,Netral
"Maaf sebelumnya tapi aplikasi belum bisa digunakan secara optimal mau log in saja sulit dan rata rata kendala nya itu semua, mungkin bisa di perbaiki dulu, jika memang sedang maintenance info saja maintenance jadi kita tidak terlalu khawatir Yang sangat kita khawatirkan kalau nanti saat hari pemilu aplikasi tidak dapat digunakan secara serentak tapi diwajibkan menguploud data Mohon untuk pihak KPU segera mengatasi banyaknya kendala kendala yang saat ini terjadi Terima kasihh",,Netral
Semoga bisa ke versi 2.73,,Netral
Full update,,Netral
kenapa ya invalid username or paswor terus padahal paswor dan username sudah benar mohon diperhatikan kendala yang di alami para pengguna sirekap terima kasih,,Netral
"Mudah2 dilancarkan pekerjaannya, Aamiin",,Netral
Membantu untuk menghitung surat suara lewat aplikasi ini dan juga memudahkan petugas untuk bekerja.tapi kendalanya kenapa sirekap tidak bisa mengupdate ke versi 2.73,,Netral
"Gagal update terus, kenapa yah?",,Netral
"Aplikasi yang ""Dipaksakan"" untuk perhitungan pilkada serentak ataupun pemilu. Padahal masih jauh dari kata bagus.",,Netral
Semoga aplikasi nya tidak bermasalah dan terjadi Server Maintenance,,Netral
Tadi aman dh bisa login dan praktek sirekap pada rapat bimtek 1 tiba2 pas mau d pake lagi nga bisa login Berusaha Ampe stres tingkat dewa,,Netral
Apk ini ko tdk bisa masuk kenapa ka tdk bisa,,Netral
Saya lupa password apakah bisa di bantu?,,Netral
Setiap ada uji beban atau rekapitulasi sebaiknya profil yang dimunculkan cuma 1 saja,,Netral
Kpps kedua sy,,Netral
Semoga bisa di andalkan sampe hari H agar tidak membebani relawan,,Netral
Aplikasi belum mateng tapi dipaksain ya jadinya gini,,Netral
Tolong server dipersiapkan dengan baik. Jangan kyak pemilu banyak yg down gambar tidak terkirim,,Netral
Bagaimana solusinya jika lupa password akun sirekap??,,Netral
Aplikasinya masih belum bisa dinupdate secara maksimal mungkin perlu diperbaiki lagi,,Netral
moga saja lancar tanpa kendala sampai hari H,,Netral
"Untuk saat ini tidak ada masalah,semoga dihari haknya tidak bermasalah dan lancar.",,Netral
Min aplikasinya tidak bisa di-update per 19 November 2024,,Netral
Gemana cara kalau lupa password serekap,,Netral
versi 2.73 seperti arahan,,Netral
Semoga aflikanya tidak mainfrance saat hari H nanti,,Netral
"ga bisa update 2.73, apa harus uninstall dulu yg 2.71 ? ga bisa langsung di update ?",,Netral
Semoga bisa masuk,,Netral
perlu penyesuaian,,Netral
"Bagaimana cara ,,kalau lupa passwordnya,,mohon solusinya",,Netral
"Aplikasinya udah bagus tapi, tolong servernya di perbaiki lagi pak, terimakasih",,Netral
Bagaimana cara mereset password ? Terus tiap mau login minta di update terus ?,,Netral
"Saya belum bisa update ke versi 2,73 yg terbaru, min gimana caranya???",,Netral
"Versi 2.71 error, saya update ke versi 2.73 lgsg bisa login, semoga bermanfaat dan lancar",,Netral
Pengawas,,Netral
"Ngabisin kuota. Download mulu, update mulu. Kalau belum siap beresin dulu. Jangan suruh download.",,Netral
Untuk versi 2.71 update ke 2.73 agak susah untuk hp Oppo & Vivo kenapa yaa Padahal hp dah sport,,Netral
sirekap,,Netral
Mk mxsxx... ZAFT gg dfcccccccccccccc dr,,Netral
"Untuk saat ini tidak ada masalah saat bimtek 2, mdh2n pas hari H ga seperti pilpres kmren....",,Netral
Pernah menjadi anggota kppas,,Netral
Untuk pengambilan gambarnya tolong di perbaiki bapak/ibu admin karena sangat lambat supaya admin sirekap tidak lambat dalam bekerja nantinya pada hari H Terima kasih,,Netral
Apkikasi baru,,Netral
Pernah sebagai anggota pantarli untuk pilpres dan wapres dan sebagai ketua TPS pilpres dan wapres,,Netral
Seharusnya kasih opsi lupa kata sandi saat login di aplikasi bang admin. Untuk lebih mejaga keamanan data di dalam aplikasi.,,Netral
Saya kasi bl3 bintang dulu soalnya saya belum bisa login,,Netral
Denga Bisnia Akun,,Netral
Sebagai kpps,,Netral
Aplikasi bagus,,Netral
Ok mantab,,Netral
Sudah bisa login,,Netral
buat yang versi pilkada sudah jauh lebih baik dibanding dengan versi pemilu legislatif,,Netral
"Ver 2.73 menggantikan file .apk ver 2.71. Bisa langsung masuk. Mudah2an lancar digunakan pada saat hari H tdk seperti pada saat pilpres/pileg, sehingga jadi celah untuk ""diserang"" oleh berbagai pihak",,Netral
semoga tidak ngelag disaat hari H hehehe,,Netral
"Halo min, App lupa password untk login, mohon bantuannya.",,Netral
Bagus sirekap tp ga bisaa di buka,,Netral
Aplikasi lucu,,Netral
Menggunakan si rekap pd waktu pilpres,,Netral
Aplikasi kurang baguss,,Netral
Hp saya kok tidak di ijinkan . Kira kira solusinya gimana ya ?,,Netral
Semoga bisa diperbaiki lagi,,Netral
Semoga tak ada kendala dan sudah diperbaharui apknya,,Netral
"Tadi Pagi sya Dapat WA dari KPU Untuk install, setelah install Selesai di buka , gak Bisa ada kata2: Aplikasi versi ini, Sudah Tidak dapat digunakan Ini angel tuturane dikasih deadline 19-11-2024",,Netral
Bisa tolong kalo Lupa kata sandi gimana cara mengatasinya ??,,Netral
Baru mendaptar,,Netral
Aplikasi ini sangatlah bagus akan tetapi masih ada kekurangannya.,,Netral
Untuk pilkada apakah sudah di update,,Netral
Update versi nyaaa,,Netral
Versi berapa yg bagus ? Dan bh Isa terbuka ?,,Netral
Versi terbaru kapan diupgrade?,,Netral
"Utk sirekap versi trbaru, tautan link nya sy terima d group admin sirekap dan itu sdh versi 2.71 , kl yg d playstore ini msh versi 2.55. KPPS bs tnya k PPS atau PPK trkait tautan link download nya. Jd mreka yg download dr play store ada ket aplikasi tdk berlaku / tdk bs d pergunakan. 🙏",,Netral
Juruani susanti,,Netral
Ternyata versi nya masih belum di upgrade,,Netral
"siap, untuk update sirekap",,Netral
Mudah-mudahan bisa memudahkan pekerjaan sebagai petugas KPPS,,Netral
Pilkada 2024,,Netral
Bagus banget bjir wkwk,,Netral
Saya pernah menjadi kpps pemegang aplikasi sirekap dari pilkada 2020,,Netral
Baik cuma saya blum dapat username dan password,,Netral
Sempat login tapi pas mau login lagi invalid password Ama username,,Netral
Semoga Sirekap Lancar gada gangguan,,Netral
"Bagus,, tpi kadang ada masalah gx mau masuk",,Netral
Ingin mengetahui lebih lagi bagaimana cara menggunakan aplikasi sirekap,,Netral
Tolong di update ke versi terbaru karena aplikasi versi ini tidak bisa di gunakan.,,Netral
Update sirekap dulu pak yang terbaru soalnya yang lama tidak bisa di pakai lagi,,Netral
"Ko pas udh mau login,udh masukin pasword sama namanya knp gk bisa login ya",,Netral
"Baru donload tpi knpa muncul nya malah ""aplikasi versi ini sudah tidak dapat digunakan"" Adakah yg bisa bantu saya,",,Netral
"Produk uji coba kok udh di luncurkan,lucunya ini jadi patokan dan menjadi alat wajib bagi kpps, daripada mempermudah malah jadi merepotkan,contoh saat pilnas kemarin udah susah2 simulasi dsb malah pas hari H tidak bisa digunakan,sangat buang2 waktu.",,Netral
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
