content,score,at,label,Unnamed: 0,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming
Aplikasi super ribet bukan memudahkan malah teori mempersulit diri,2,2024-02-18 13:19:32,Negatif,,aplikasi super ribet bukan memudahkan malah teori mempersulit diri,aplikasi super ribet bukan memudahkan malah teori mempersulit diri,aplikasi super ribet memudahkan teori mempersulit,"['aplikasi', 'super', 'ribet', 'memudahkan', 'teori', 'mempersulit']",aplikasi super ribet mudah teori sulit
Makanya sebelum di edarkan di uji coba dulu Aplikasi bisa berjalan apa tidak Padahal udah jelas fotonya malah minta foto ulang,1,2024-02-18 13:14:35,Negatif,,makanya sebelum di edarkan di uji coba dulu aplikasi bisa berjalan apa tidak padahal udah jelas fotonya malah minta foto ulang,makanya sebelum di edarkan di uji coba dulu aplikasi bisa berjalan apa tidak padahal sudah jelas fotonya malah minta foto ulang,edarkan uji coba aplikasi berjalan fotonya foto ulang,"['edarkan', 'uji', 'coba', 'aplikasi', 'berjalan', 'fotonya', 'foto', 'ulang']",edar uji coba aplikasi jalan foto foto ulang
Lelet,1,2024-02-18 13:14:35,Negatif,,lelet,lelet,lelet,['lelet'],lelet
"Saya kasih tau waktu di lapangan yah min. 1. app kurang membaca 100% , x terbaca 1 2. tombol online dan offline tersebut cuma pop up jadi agak sedikit merepotkan 3. Sesi yang terlalu pendek dan ketika sudah mode offline lalu kembali ke app harus online dulu 4. Terkadang di tabel edit ada yang bisa di edit dan ada yang tida 5. Ini yang paling nyebelin , kelebihan muatan sehingga keluar kode 504 sampe ahir pemilu rampung tolong lah min perbaiki dan servernya yang 2jt pengguna bisa nampung.",1,2024-02-18 13:14:33,Negatif,,saya kasih tau waktu di lapangan yah min 1 app kurang membaca 100 x terbaca 1 2 tombol online dan offline tersebut cuma pop up jadi agak sedikit merepotkan 3 sesi yang terlalu pendek dan ketika sudah mode offline lalu kembali ke app harus online dulu 4 terkadang di tabel edit ada yang bisa di edit dan ada yang tida 5 ini yang paling nyebelin kelebihan muatan sehingga keluar kode 504 sampe ahir pemilu rampung tolong lah min perbaiki dan servernya yang 2jt pengguna bisa nampung,saya kasih tau waktu di lapangan yah min 1 app kurang membaca 100 x terbaca 1 2 tombol online dan offline tersebut cuma pop up jadi agak sedikit merepotkan 3 sesi yang terlalu pendek dan ketika sudah mode offline lalu kembali ke app harus online dulu 4 terkadang di tabel edit ada yang bisa di edit dan ada yang tida 5 ini yang paling nyebelin kelebihan muatan sehingga keluar kode 504 sampe ahir pemilu rampung mohon lah min perbaiki dan servernya yang 2jt pengguna bisa nampung,kasih tau lapangan yah min 1 app membaca 100 x terbaca 1 2 tombol online offline pop up merepotkan 3 sesi pendek mode offline app online 4 terkadang tabel edit edit tida 5 nyebelin kelebihan muatan kode 504 sampe ahir pemilu rampung mohon min perbaiki servernya 2jt pengguna nampung,"['kasih', 'tau', 'lapangan', 'yah', 'min', '1', 'app', 'membaca', '100', 'x', 'terbaca', '1', '2', 'tombol', 'online', 'offline', 'pop', 'up', 'merepotkan', '3', 'sesi', 'pendek', 'mode', 'offline', 'app', 'online', '4', 'terkadang', 'tabel', 'edit', 'edit', 'tida', '5', 'nyebelin', 'kelebihan', 'muatan', 'kode', '504', 'sampe', 'ahir', 'pemilu', 'rampung', 'mohon', 'min', 'perbaiki', 'servernya', '2jt', 'pengguna', 'nampung']",kasih tau lapang yah min 1 app baca 100 x baca 1 2 tombol online offline pop up repot 3 sesi pendek mode offline app online 4 terkadang tabel edit edit tida 5 nyebelin lebih muat kode 504 sampe ahir milu rampung mohon min baik servernya 2jt guna nampung
Lier goblog aplikasi butut ngadon jangar ka aingna,1,2024-02-18 13:11:24,Negatif,,lier goblog aplikasi butut ngadon jangar ka aingna,lier goblog aplikasi butut ngadon jangar ka aingna,lier goblog aplikasi butut ngadon jangar ka aingna,"['lier', 'goblog', 'aplikasi', 'butut', 'ngadon', 'jangar', 'ka', 'aingna']",lier goblog aplikasi butut ngadon jangar ka aingna
Butut mang ah aplikasi teh,1,2024-02-18 13:09:23,Negatif,,butut mang ah aplikasi teh,butut mang ah aplikasi teh,butut mang ah aplikasi teh,"['butut', 'mang', 'ah', 'aplikasi', 'teh']",butut mang ah aplikasi teh
"Sangat menyusahkan dalam upload C Plano terutama pada rekap hasil presiden dan wapres tdk sesuai,lebih parahnya tidak bisa diedit......",1,2024-02-18 13:05:03,Negatif,,sangat menyusahkan dalam upload c plano terutama pada rekap hasil presiden dan wapres tdk sesuailebih parahnya tidak bisa diedit,sangat menyusahkan dalam upload c plano terutama pada rekap hasil presiden dan wapres tidak sesuailebih parahnya tidak bisa diedit,menyusahkan upload c plano rekap hasil presiden wapres sesuailebih parahnya diedit,"['menyusahkan', 'upload', 'c', 'plano', 'rekap', 'hasil', 'presiden', 'wapres', 'sesuailebih', 'parahnya', 'diedit']",susah upload c plano rekap hasil presiden wapres sesuailebih parah edit
loading abis,1,2024-02-18 12:57:45,Negatif,,loading abis,loading abis,loading abis,"['loading', 'abis']",loading abis
Aplikasi buat bohongin rakyak,1,2024-02-18 12:56:52,Negatif,,aplikasi buat bohongin rakyak,aplikasi untuk bohongin rakyak,aplikasi bohongin rakyak,"['aplikasi', 'bohongin', 'rakyak']",aplikasi bohongin rakyak
"Harusnya si bisa nginput gambar dari galeri yaa, jadi bisa lebih simpel dan cepet, dan bisa lebih hd dan jelas juga, jgn lngsung dari apk nya mna harus nunggu hijau dulu baru bisa dikirim, ini malah memperlama dan mempersulit",1,2024-02-18 12:53:12,Negatif,,harusnya si bisa nginput gambar dari galeri yaa jadi bisa lebih simpel dan cepet dan bisa lebih hd dan jelas juga jgn lngsung dari apk nya mna harus nunggu hijau dulu baru bisa dikirim ini malah memperlama dan mempersulit,harusnya si bisa nginput gambar dari galeri yaa jadi bisa lebih simpel dan cepet dan bisa lebih hd dan jelas juga jgn lngsung dari aplikasi nya mna harus nunggu hijau dulu baru bisa dikirim ini malah memperlama dan mempersulit,si nginput gambar galeri yaa simpel cepet hd jgn lngsung aplikasi nya mna nunggu hijau dikirim memperlama mempersulit,"['si', 'nginput', 'gambar', 'galeri', 'yaa', 'simpel', 'cepet', 'hd', 'jgn', 'lngsung', 'aplikasi', 'nya', 'mna', 'nunggu', 'hijau', 'dikirim', 'memperlama', 'mempersulit']",si nginput gambar galeri yaa simpel cepet hd jgn lngsung aplikasi nya mna nunggu hijau kirim lama sulit
Parah amat ini apk input data eror terus,1,2024-02-18 12:48:10,Negatif,,parah amat ini apk input data eror terus,parah amat ini aplikasi input data error terus,parah aplikasi input data error,"['parah', 'aplikasi', 'input', 'data', 'error']",parah aplikasi input data error
"Kapan ada update lagi ya si rekap ini, aku menanti update yang baru, karena aku kangen banget menggunakan aplikasi ini lagi, kapan ya update lagi ya, kapan yaa, udah tak tunggu tunggu update lagi biar bisa digunakan lagi. Aku dah kangen banget pingin pakai srekap lagi, aduh pokoknya kangen banget. Aplikasi yang bikin susah orang tidur, aplikasi yang bikin betah berlama lama di depan hape, pokoknya kangen banget pakai aplikasi ini lagi, sirekap oh sirekap, aplikasi yang tak pernah bosan.",2,2024-02-18 12:47:13,Negatif,,kapan ada update lagi ya si rekap ini aku menanti update yang baru karena aku kangen banget menggunakan aplikasi ini lagi kapan ya update lagi ya kapan yaa udah tak tunggu tunggu update lagi biar bisa digunakan lagi aku dah kangen banget pingin pakai srekap lagi aduh pokoknya kangen banget aplikasi yang bikin susah orang tidur aplikasi yang bikin betah berlama lama di depan hape pokoknya kangen banget pakai aplikasi ini lagi sirekap oh sirekap aplikasi yang tak pernah bosan,kapan ada update lagi iya si rekap ini aku menanti update yang baru karena aku kangen banget menggunakan aplikasi ini lagi kapan iya update lagi iya kapan yaa sudah tak tunggu tunggu update lagi biar bisa digunakan lagi aku dah kangen banget pingin pakai srekap lagi aduh pokoknya kangen banget aplikasi yang bikin susah orang tidur aplikasi yang bikin betah berlama lama di depan hape pokoknya kangen banget pakai aplikasi ini lagi sirekap oh sirekap aplikasi yang tak pernah bosan,update iya si rekap update kangen banget aplikasi iya update iya yaa tunggu tunggu update biar dah kangen banget pingin pakai srekap aduh pokoknya kangen banget aplikasi bikin susah orang tidur aplikasi bikin betah berlama hape pokoknya kangen banget pakai aplikasi sirekap oh sirekap aplikasi bosan,"['update', 'iya', 'si', 'rekap', 'update', 'kangen', 'banget', 'aplikasi', 'iya', 'update', 'iya', 'yaa', 'tunggu', 'tunggu', 'update', 'biar', 'dah', 'kangen', 'banget', 'pingin', 'pakai', 'srekap', 'aduh', 'pokoknya', 'kangen', 'banget', 'aplikasi', 'bikin', 'susah', 'orang', 'tidur', 'aplikasi', 'bikin', 'betah', 'berlama', 'hape', 'pokoknya', 'kangen', 'banget', 'pakai', 'aplikasi', 'sirekap', 'oh', 'sirekap', 'aplikasi', 'bosan']",update iya si rekap update kangen banget aplikasi iya update iya yaa tunggu tunggu update biar dah kangen banget pingin pakai srekap aduh pokok kangen banget aplikasi bikin susah orang tidur aplikasi bikin betah lama hape pokok kangen banget pakai aplikasi sirekap oh sirekap aplikasi bosan
"Ternyata aplikasi belum layak pakai,, karena apk ini menyusahkan petugas kpps,,,,, pasti kontrak nya mahal apk ini,,,,, tapi bikin pusing,,,,",1,2024-02-18 12:43:20,Negatif,,ternyata aplikasi belum layak pakai karena apk ini menyusahkan petugas kpps pasti kontrak nya mahal apk ini tapi bikin pusing,ternyata aplikasi belum layak pakai karena aplikasi ini menyusahkan petugas kpps pasti kontrak nya mahal aplikasi ini tapi bikin pusing,aplikasi layak pakai aplikasi menyusahkan petugas kpps kontrak nya mahal aplikasi bikin pusing,"['aplikasi', 'layak', 'pakai', 'aplikasi', 'menyusahkan', 'petugas', 'kpps', 'kontrak', 'nya', 'mahal', 'aplikasi', 'bikin', 'pusing']",aplikasi layak pakai aplikasi susah tugas kpps kontrak nya mahal aplikasi bikin pusing
Ra genah,1,2024-02-18 12:38:44,Negatif,,ra genah,ra genah,ra genah,"['ra', 'genah']",ra genah
"Susah untuk melihat hasil, mungkin dikarenakan servernya yang lemah . Jadi sulit untuk mengecek apa yang sudah di upload.",1,2024-02-18 12:37:54,Negatif,,susah untuk melihat hasil mungkin dikarenakan servernya yang lemah jadi sulit untuk mengecek apa yang sudah di upload,susah untuk melihat hasil mungkin dikarenakan servernya yang lemah jadi sulit untuk mengecek apa yang sudah di upload,susah hasil servernya lemah sulit mengecek upload,"['susah', 'hasil', 'servernya', 'lemah', 'sulit', 'mengecek', 'upload']",susah hasil servernya lemah sulit ecek upload
Belum layak digunakan,1,2024-02-18 12:37:42,Negatif,,belum layak digunakan,belum layak digunakan,layak,['layak'],layak
Pen riset kata sandi aja gak ada akses lupa kata sandi heran ini aplikasi bukan sii,1,2024-02-18 12:36:55,Negatif,,pen riset kata sandi aja gak ada akses lupa kata sandi heran ini aplikasi bukan sii,pen riset kata sandi saja tidak ada akses lupa kata sandi heran ini aplikasi bukan sii,pen riset sandi akses lupa sandi heran aplikasi sii,"['pen', 'riset', 'sandi', 'akses', 'lupa', 'sandi', 'heran', 'aplikasi', 'sii']",pen riset sandi akses lupa sandi heran aplikasi sii
Sangat buruk..,1,2024-02-18 12:35:46,Negatif,,sangat buruk,sangat buruk,buruk,['buruk'],buruk
Baik!,5,2024-02-18 12:32:15,Positif,,baik,baik,,[],
Aplikasi sirekap ini sangat membantu kpps pusing kepala,1,2024-02-18 12:13:35,Negatif,,aplikasi sirekap ini sangat membantu kpps pusing kepala,aplikasi sirekap ini sangat membantu kpps pusing kepala,aplikasi sirekap membantu kpps pusing kepala,"['aplikasi', 'sirekap', 'membantu', 'kpps', 'pusing', 'kepala']",aplikasi sirekap bantu kpps pusing kepala
"Begitu sy membaca komentar para pengguna apl ini mmg ada rasa keraguan akan semua hal, namun bgtuu sy putuskan untuk coba sendiri. Oleh krn itu apabila bintang full sy buat dlm masa sebulan sekurang2 nya setelah apl ini sy download, maka itu artinya sy dan konsumen nya puas, ok termksh Nb: Aplikasi ini tdk tersedia untuk daftar baru, cuma akses login masuk yg sdh mendaftar.",1,2024-02-18 11:57:31,Negatif,,begitu sy membaca komentar para pengguna apl ini mmg ada rasa keraguan akan semua hal namun bgtuu sy putuskan untuk coba sendiri oleh krn itu apabila bintang full sy buat dlm masa sebulan sekurang2 nya setelah apl ini sy download maka itu artinya sy dan konsumen nya puas ok termksh nb aplikasi ini tdk tersedia untuk daftar baru cuma akses login masuk yg sdh mendaftar,begitu sy membaca komentar para pengguna apl ini mmg ada rasa keraguan akan semua hal namun bgtuu sy putuskan untuk coba sendiri oleh krn itu apabila bintang full sy untuk dlm masa sebulan sekurang2 nya setelah apl ini sy download maka itu artinya sy dan konsumen nya puas ok termksh nb aplikasi ini tidak tersedia untuk daftar baru cuma akses login masuk yang sdh mendaftar,sy membaca komentar pengguna apl mmg keraguan bgtuu sy putuskan coba krn bintang full sy dlm sebulan sekurang2 nya apl sy download sy konsumen nya puas ok termksh nb aplikasi tersedia daftar akses login masuk sdh mendaftar,"['sy', 'membaca', 'komentar', 'pengguna', 'apl', 'mmg', 'keraguan', 'bgtuu', 'sy', 'putuskan', 'coba', 'krn', 'bintang', 'full', 'sy', 'dlm', 'sebulan', 'sekurang2', 'nya', 'apl', 'sy', 'download', 'sy', 'konsumen', 'nya', 'puas', 'ok', 'termksh', 'nb', 'aplikasi', 'tersedia', 'daftar', 'akses', 'login', 'masuk', 'sdh', 'mendaftar']",sy baca komentar guna apl mmg ragu bgtuu sy putus coba krn bintang full sy dlm bulan sekurang2 nya apl sy download sy konsumen nya puas ok termksh nb aplikasi sedia daftar akses login masuk sdh daftar
Bikin susah,1,2024-02-18 11:52:19,Negatif,,bikin susah,bikin susah,bikin susah,"['bikin', 'susah']",bikin susah
"Aplikasi yg belum layak digunakan... Sangat merepotkan pengguna... Jika sirekap ini jd medsos, pasti ditinggal penggunanya.. Upload foto aja harus nunggu lama sampai bener2 ter-upload...",1,2024-02-18 11:46:04,Negatif,,aplikasi yg belum layak digunakan sangat merepotkan pengguna jika sirekap ini jd medsos pasti ditinggal penggunanya upload foto aja harus nunggu lama sampai bener2 terupload,aplikasi yang belum layak digunakan sangat merepotkan pengguna jika sirekap ini jd medsos pasti ditinggal penggunanya upload foto saja harus nunggu lama sampai bener2 terupload,aplikasi layak merepotkan pengguna sirekap jd medsos ditinggal penggunanya upload foto nunggu bener2 terupload,"['aplikasi', 'layak', 'merepotkan', 'pengguna', 'sirekap', 'jd', 'medsos', 'ditinggal', 'penggunanya', 'upload', 'foto', 'nunggu', 'bener2', 'terupload']",aplikasi layak repot guna sirekap jd medsos tinggal guna upload foto nunggu bener2 terupload
"Katanya menggelontorkan dana milyaran, kok pakenya server gratisan? Chuaksss",1,2024-02-18 11:45:39,Negatif,,katanya menggelontorkan dana milyaran kok pakenya server gratisan chuaksss,katanya menggelontorkan dana milyaran mengapa pakenya server gratisan chuaksss,menggelontorkan dana milyaran pakenya server gratisan chuaksss,"['menggelontorkan', 'dana', 'milyaran', 'pakenya', 'server', 'gratisan', 'chuaksss']",gelontor dana milyaran pakenya server gratis chuaksss
"Aplukasi sangat jelek, mendingan pakai yang tahun 2019 lbih lancar dan responsif",1,2024-02-18 11:38:35,Negatif,,aplukasi sangat jelek mendingan pakai yang tahun 2019 lbih lancar dan responsif,aplukasi sangat buruk mendingan pakai yang tahun 2019 lbih lancar dan responsif,aplukasi buruk mendingan pakai 2019 lbih lancar responsif,"['aplukasi', 'buruk', 'mendingan', 'pakai', '2019', 'lbih', 'lancar', 'responsif']",aplukasi buruk mending pakai 2019 lbih lancar responsif
aplikasinya tidak membantu,1,2024-02-18 11:14:25,Negatif,,aplikasinya tidak membantu,aplikasinya tidak membantu,aplikasinya membantu,"['aplikasinya', 'membantu']",aplikasi bantu
Pusingggg,1,2024-02-18 11:14:01,Negatif,,pusingggg,pusingggg,pusingggg,['pusingggg'],pusingggg
"tingkat lagi keamanan, kemudahan upload file, user dan pasword jgn sampai di salah gunakan.",2,2024-02-18 11:09:12,Negatif,,tingkat lagi keamanan kemudahan upload file user dan pasword jgn sampai di salah gunakan,tingkat lagi keamanan kemudahan upload file user dan pasword jgn sampai di salah gunakan,tingkat keamanan kemudahan upload file user pasword jgn salah,"['tingkat', 'keamanan', 'kemudahan', 'upload', 'file', 'user', 'pasword', 'jgn', 'salah']",tingkat aman mudah upload file user pasword jgn salah
Aplikasi ini Bikin Emosi KPPS yg Dapat Tugas. Dari Awal Tidak Bisa Otentifikasi. Sering Log Out. Lemot Mung Munyer Munyer. Pembacaan Hasil Foto Yang Salah. Ujung2nya Yg Disalahkan KPPS Operator Sirekap,1,2024-02-18 11:08:41,Negatif,,aplikasi ini bikin emosi kpps yg dapat tugas dari awal tidak bisa otentifikasi sering log out lemot mung munyer munyer pembacaan hasil foto yang salah ujung2nya yg disalahkan kpps operator sirekap,aplikasi ini bikin emosi kpps yang dapat tugas dari awal tidak bisa otentifikasi sering log out lemot mung munyer munyer pembacaan hasil foto yang salah ujung2nya yang disalahkan kpps operator sirekap,aplikasi bikin emosi kpps tugas otentifikasi log out lemot mung munyer munyer pembacaan hasil foto salah ujung2nya disalahkan kpps operator sirekap,"['aplikasi', 'bikin', 'emosi', 'kpps', 'tugas', 'otentifikasi', 'log', 'out', 'lemot', 'mung', 'munyer', 'munyer', 'pembacaan', 'hasil', 'foto', 'salah', 'ujung2nya', 'disalahkan', 'kpps', 'operator', 'sirekap']",aplikasi bikin emosi kpps tugas otentifikasi log out lot mung munyer munyer baca hasil foto salah ujung2nya salah kpps operator sirekap
"Aplikasinya susah d buka ,selalu eror ,mohon penjelasannya",1,2024-02-18 11:05:14,Negatif,,aplikasinya susah d buka selalu eror mohon penjelasannya,aplikasinya susah d buka selalu error mohon penjelasannya,aplikasinya susah d buka error mohon penjelasannya,"['aplikasinya', 'susah', 'd', 'buka', 'error', 'mohon', 'penjelasannya']",aplikasi susah d buka error mohon jelas
Aplikasi yang membuat cacatnya demokrasi,1,2024-02-18 11:00:06,Negatif,,aplikasi yang membuat cacatnya demokrasi,aplikasi yang membuat cacatnya demokrasi,aplikasi cacatnya demokrasi,"['aplikasi', 'cacatnya', 'demokrasi']",aplikasi cacat demokrasi
Bukannya mempermudah malah menyusahkan aplikasi bot,1,2024-02-18 10:57:43,Negatif,,bukannya mempermudah malah menyusahkan aplikasi bot,bukannya mempermudah malah menyusahkan aplikasi bot,mempermudah menyusahkan aplikasi bot,"['mempermudah', 'menyusahkan', 'aplikasi', 'bot']",mudah susah aplikasi bot
"Pemilu disiapkan bukan sebulan dua bulan,tapi lima tahun.hanya bikin aplikasi begini kok ga becus, kerjanya KPU apa.aplikasi dibuat dengan anggaran negara,apa yang seperti ini yang mau di hasilkan??????",1,2024-02-18 10:52:39,Negatif,,pemilu disiapkan bukan sebulan dua bulantapi lima tahunhanya bikin aplikasi begini kok ga becus kerjanya kpu apaaplikasi dibuat dengan anggaran negaraapa yang seperti ini yang mau di hasilkan,pemilu disiapkan bukan sebulan dua bulantapi lima tahunhanya bikin aplikasi begini mengapa tidak becus kerjanya kpu apaaplikasi dibuat dengan anggaran negaraapa yang seperti ini yang ingin di hasilkan,pemilu disiapkan sebulan bulantapi tahunhanya bikin aplikasi becus kerjanya kpu apaaplikasi anggaran negaraapa hasilkan,"['pemilu', 'disiapkan', 'sebulan', 'bulantapi', 'tahunhanya', 'bikin', 'aplikasi', 'becus', 'kerjanya', 'kpu', 'apaaplikasi', 'anggaran', 'negaraapa', 'hasilkan']",milu siap bulan bulantapi tahunhanya bikin aplikasi becus kerja kpu apaaplikasi anggar negaraapa hasil
aplikasinya tidak akurat,1,2024-02-18 10:47:01,Negatif,,aplikasinya tidak akurat,aplikasinya tidak akurat,aplikasinya akurat,"['aplikasinya', 'akurat']",aplikasi akurat
Tolong diperbaiki lagi untuk memfoto rasanya seperti VGA.,1,2024-02-18 10:42:45,Negatif,,tolong diperbaiki lagi untuk memfoto rasanya seperti vga,mohon diperbaiki lagi untuk memfoto rasanya seperti vga,mohon diperbaiki memfoto vga,"['mohon', 'diperbaiki', 'memfoto', 'vga']",mohon baik foto vga
Good,3,2024-02-18 10:20:52,Netral,,good,baik,,[],
"Dah capek2 jd KPPS apa yg diinput/dipoto banyak yg tidak sesuai... Di Form C Hasil Presiden, klo salah kenapa masuknya ke paslon tertentu ya...?",1,2024-02-18 10:14:23,Negatif,,dah capek2 jd kpps apa yg diinputdipoto banyak yg tidak sesuai di form c hasil presiden klo salah kenapa masuknya ke paslon tertentu ya,dah capek2 jd kpps apa yang diinputdipoto banyak yang tidak sesuai di form c hasil presiden klo salah kenapa masuknya ke paslon tertentu iya,dah capek2 jd kpps diinputdipoto sesuai form c hasil presiden klo salah masuknya paslon iya,"['dah', 'capek2', 'jd', 'kpps', 'diinputdipoto', 'sesuai', 'form', 'c', 'hasil', 'presiden', 'klo', 'salah', 'masuknya', 'paslon', 'iya']",dah capek2 jd kpps diinputdipoto sesuai form c hasil presiden klo salah masuk paslon iya
"Kalau belum siap digunakan lebih baik dikaji ulang, menyusahkan. Pemilu sudah selesai ini masih ngurus ngurus rekap, ngomong gini juga gak akan didengerin orang rakyat.",1,2024-02-18 10:11:03,Negatif,,kalau belum siap digunakan lebih baik dikaji ulang menyusahkan pemilu sudah selesai ini masih ngurus ngurus rekap ngomong gini juga gak akan didengerin orang rakyat,kalau belum siap digunakan lebih baik dikaji ulang menyusahkan pemilu sudah selesai ini masih ngurus ngurus rekap ngomong begini juga tidak akan didengerin orang rakyat,dikaji ulang menyusahkan pemilu selesai ngurus ngurus rekap ngomong didengerin orang rakyat,"['dikaji', 'ulang', 'menyusahkan', 'pemilu', 'selesai', 'ngurus', 'ngurus', 'rekap', 'ngomong', 'didengerin', 'orang', 'rakyat']",kaji ulang susah milu selesai ngurus ngurus rekap ngomong didengerin orang rakyat
Aplikasi yang harus dimusnahkan karena perusak demokrasi...,1,2024-02-18 09:47:24,Negatif,,aplikasi yang harus dimusnahkan karena perusak demokrasi,aplikasi yang harus dimusnahkan karena perusak demokrasi,aplikasi dimusnahkan perusak demokrasi,"['aplikasi', 'dimusnahkan', 'perusak', 'demokrasi']",aplikasi musnah usak demokrasi
"Aplikasi abal2, tdk siap di gunakan smpai Hari H pun bikin jengkel",1,2024-02-18 09:45:24,Negatif,,aplikasi abal2 tdk siap di gunakan smpai hari h pun bikin jengkel,aplikasi abal2 tidak siap di gunakan smpai hari h pun bikin jengkel,aplikasi abal2 smpai h bikin jengkel,"['aplikasi', 'abal2', 'smpai', 'h', 'bikin', 'jengkel']",aplikasi abal2 smpai h bikin jengkel
Susah masuk nya,5,2024-02-18 09:44:47,Positif,,susah masuk nya,susah masuk nya,susah masuk nya,"['susah', 'masuk', 'nya']",susah masuk nya
"Busuk, Dagelan Wakanda",1,2024-02-18 09:31:14,Negatif,,busuk dagelan wakanda,busuk dagelan wakanda,busuk dagelan wakanda,"['busuk', 'dagelan', 'wakanda']",busuk dagel wakanda
Agak susah kelollah,4,2024-02-18 09:22:21,Positif,,agak susah kelollah,agak susah kelollah,susah kelollah,"['susah', 'kelollah']",susah kelollah
Kek nya kalo belum siap ga usah di pake dulu ..banyak banget bug nya .. Mana suara presiden menggelembung sebagian Paslon lagih terus ga bisa di ubah ... Bisa jadi di anggap kecurangan kan ...,1,2024-02-18 09:22:21,Negatif,,kek nya kalo belum siap ga usah di pake dulu banyak banget bug nya mana suara presiden menggelembung sebagian paslon lagih terus ga bisa di ubah bisa jadi di anggap kecurangan kan,kek nya kalau belum siap tidak usah di pakai dulu banyak banget bug nya mana suara presiden menggelembung sebagian paslon lagih terus tidak bisa di ubah bisa jadi di anggap kecurangan kan,kek nya pakai banget bug nya suara presiden menggelembung paslon lagih ubah anggap kecurangan,"['kek', 'nya', 'pakai', 'banget', 'bug', 'nya', 'suara', 'presiden', 'menggelembung', 'paslon', 'lagih', 'ubah', 'anggap', 'kecurangan']",kek nya pakai banget bug nya suara presiden gelembung paslon lagih ubah anggap curang
"Aplikasi terburuk yang pernah saya pakai, harusnya ini ada opsi bintang 0, harusnya pas upload ada opsi galeri dong, GIMANA SIHHH !!!!",1,2024-02-18 09:20:51,Negatif,,aplikasi terburuk yang pernah saya pakai harusnya ini ada opsi bintang 0 harusnya pas upload ada opsi galeri dong gimana sihhh,aplikasi terburuk yang pernah saya pakai harusnya ini ada opsi bintang 0 harusnya saat upload ada opsi galeri dong gimana sihhh,aplikasi terburuk pakai opsi bintang 0 upload opsi galeri gimana sihhh,"['aplikasi', 'terburuk', 'pakai', 'opsi', 'bintang', '0', 'upload', 'opsi', 'galeri', 'gimana', 'sihhh']",aplikasi buruk pakai opsi bintang 0 upload opsi galeri gimana sihhh
Aplikasi yg dibuat tidak ada gunanya,1,2024-02-18 09:18:21,Negatif,,aplikasi yg dibuat tidak ada gunanya,aplikasi yang dibuat tidak ada gunanya,aplikasi gunanya,"['aplikasi', 'gunanya']",aplikasi guna
"Belajarlah dari server moonton, player yang buka banyak anti ngelag",1,2024-02-18 09:16:26,Negatif,,belajarlah dari server moonton player yang buka banyak anti ngelag,belajarlah dari server moonton player yang buka banyak anti ngelag,belajarlah server moonton player buka anti ngelag,"['belajarlah', 'server', 'moonton', 'player', 'buka', 'anti', 'ngelag']",bajar server moonton player buka anti ngelag
"Ga bisa masuk, tidak ada pilihan daftar akun yg ada hanya masuk akun sedangkan kita blm punya akun gmn mau masuk hadeeee....cacat nih aplikasi",1,2024-02-18 09:11:42,Negatif,,ga bisa masuk tidak ada pilihan daftar akun yg ada hanya masuk akun sedangkan kita blm punya akun gmn mau masuk hadeeeecacat nih aplikasi,tidak bisa masuk tidak ada pilihan daftar akun yang ada hanya masuk akun sedangkan kita blm punya akun gmn ingin masuk hadeeeecacat nih aplikasi,masuk pilihan daftar akun masuk akun blm akun gmn masuk hadeeeecacat nih aplikasi,"['masuk', 'pilihan', 'daftar', 'akun', 'masuk', 'akun', 'blm', 'akun', 'gmn', 'masuk', 'hadeeeecacat', 'nih', 'aplikasi']",masuk pilih daftar akun masuk akun blm akun gmn masuk hadeeeecacat nih aplikasi
"Buruk.. buat 1 negara panik. App kok ga di A/B Testing dulu, apalagi UAT Testing. Kacau kali algoritmanya. Filternya pun masih jadul, ga otomatis fixed kalau di scroll.",1,2024-02-18 09:10:08,Negatif,,buruk buat 1 negara panik app kok ga di ab testing dulu apalagi uat testing kacau kali algoritmanya filternya pun masih jadul ga otomatis fixed kalau di scroll,buruk untuk 1 negara panik app mengapa tidak di ab testing dulu apalagi uat testing kacau kali algoritmanya filternya pun masih jadul tidak otomatis fixed kalau di scroll,buruk 1 negara panik app ab testing uat testing kacau kali algoritmanya filternya jadul otomatis fixed scroll,"['buruk', '1', 'negara', 'panik', 'app', 'ab', 'testing', 'uat', 'testing', 'kacau', 'kali', 'algoritmanya', 'filternya', 'jadul', 'otomatis', 'fixed', 'scroll']",buruk 1 negara panik app ab testing uat testing kacau kali algoritmanya filter jadul otomatis fixed scroll
Aplikasi pembuat gaduh... Aplikasi masih tolol dipaksakan di pakai,1,2024-02-18 09:08:30,Negatif,,aplikasi pembuat gaduh aplikasi masih tolol dipaksakan di pakai,aplikasi pembuat gaduh aplikasi masih tidak berguna dipaksakan di pakai,aplikasi pembuat gaduh aplikasi berguna dipaksakan pakai,"['aplikasi', 'pembuat', 'gaduh', 'aplikasi', 'berguna', 'dipaksakan', 'pakai']",aplikasi buat gaduh aplikasi guna paksa pakai
"Aplikasi konyol, tidak berguna dan menyusahkan",1,2024-02-18 09:04:04,Negatif,,aplikasi konyol tidak berguna dan menyusahkan,aplikasi konyol tidak berguna dan menyusahkan,aplikasi konyol berguna menyusahkan,"['aplikasi', 'konyol', 'berguna', 'menyusahkan']",aplikasi konyol guna susah
