content,score,at,label
"Masih kurang layak, Tolong di perbaiki, ini untuk menentukan Pemimpin 5 tahun bukan main game.",1,2024-02-16T14:00:36,Negatif
APK nasional. Tapi kok seperti ini.. Dan kenapa Selalu di itu-itu saja hasil angkanya yg sll Di tambah. 🤦 🫰,1,2024-02-16T14:00:33,Negatif
aplikasi nya bagus cumannperlu perbaikan sedikit,5,2024-02-16T13:58:04,Netral
"Aplikasi Sirekap error terus, disarankan KPU tidak lagi memakai aplikasi ini untuk pemilu selanjutnya. Terimakasih",1,2024-02-16T13:57:40,Negatif
"Parah,",1,2024-02-16T13:57:27,Negatif
"akhirnya aplikasi ini benar2 membuat geger pemilu 2024, selamat ya",1,2024-02-16T13:57:25,Negatif
aplikasi gak jelas,1,2024-02-16T13:57:01,Negatif
Tidak akurat,1,2024-02-16T13:55:48,Negatif
"Aplikasi buruk, cuman buang2 duit negara buat riset , apalagi di TPS bukanya mempercepat malah memperlambat proses rekapitulasi",1,2024-02-16T13:55:42,Negatif
Yg awalnya akan mempermudah malah jadi mempersulit 👎👎👎,1,2024-02-16T13:55:25,Negatif
"Aplikasi gk jelas, sekelas aplikasi nasional macam tu..emg udah di setting untuk paslon tertentu",1,2024-02-16T13:55:21,Negatif
Coba Usut ketua KPUnya...,1,2024-02-16T13:54:49,Negatif
"Memang betul aplikasi ini bisa digunakan, tapi gara gara ini kerja kpps sampe subuh bahkan ada yg sampe pagi hanya karena sulit meng-upload dokumen pada hari H. Jangan fokus sama sirekap, tapi fokus bagaimana untuk mencegah gugurnya petugas kpps saat bertugas.",1,2024-02-16T13:54:38,Negatif
Tidak sesuai dengan perhitungan di TPS,1,2024-02-16T13:54:38,Negatif
Game nya jelek,1,2024-02-16T13:53:50,Negatif
Apl memalukan. Tidak kredibel,1,2024-02-16T13:53:45,Negatif
"Harusnya sebelum di gunakan ya, di coba dulu ke akuratan dan kestabilannya..biar pas waktunya ke pake gak ada kendala...semoga kedepan lebih baik cepat, tepat akurat, mantaaap. Waktu pemumungutan suara sudh semakin dekat, tapi aplikasinya masih blom bisa di buka.",1,2024-02-16T13:53:23,Negatif
Aplikasi rendahan,1,2024-02-16T13:53:12,Negatif
Karna kecolongan aja,1,2024-02-16T13:53:11,Negatif
"Aplikasi masih kurang bagus, sering terjadi kesalahan correction numetrik angka",1,2024-02-16T13:53:10,Negatif
Aplikasi khusus untuk suara 02,1,2024-02-16T13:52:55,Negatif
"Kalau gak bisa bikin aplikasi gk usah bikin aplikasi,bukan mempermudah kerjaan kpps malah mempersulit dan bikin lama pekerjaan",1,2024-02-16T13:52:28,Negatif
"Harusnya di kasih fitur upload gambar via galeri juga. masak c.hasil plano udah di kumpulin masih di suruh nyecan. Harus foto manual c.hasil plano, trus di print, habis itu baru di scan lagi. Aplikasi gagal.",1,2024-02-16T13:52:26,Negatif
"Aplikasi sangat buruk, tidak dapat digunakan ketika hari H pemilu. Alhasil perekapan secara manual. Udah tau bakalan down gausah coba² buat aplikasi dek. Ini server yg dipake sekelas server ujian online sekolah kali yah? Buang-buang anggaran! Dari segi tampilan aja monoton! Gw aja yg SMK jurusan RPL udh ngira ni apk pasti gaakan guna waktu hari h, dan boom ternyata betul. Gini kah kualitas tim IT negara Indonesia? Apakah gabisa kasih masukkan atau peringatan kpd junjungan kalian? Atau asal cair?",1,2024-02-16T13:51:41,Negatif
Loading teroooooossss... Apk belum siap digunakan kayaknya.. bukanya mempermudah malah bikin sulit karna lama,1,2024-02-16T13:51:12,Negatif
Aplikasi yg bikin petugas kpps. Lama pulang. Sangat mempir sulit. Jika aplikasi ini tidak layak di gunakan mohon jgn di paksakan.,1,2024-02-16T13:51:07,Negatif
Rugi donk,1,2024-02-16T13:49:41,Negatif
Gajelaa,1,2024-02-16T13:47:58,Negatif
aplikasi buruk,1,2024-02-16T13:44:10,Negatif
Aplikasi paling ngrepoti👎,1,2024-02-16T13:40:04,Negatif
"Mending gak usah bikin aplikasi, bukan bikin mudah malah bikin ribet",1,2024-02-16T13:38:54,Negatif
"Gak jelas apk sirekap, ini mempersulit bukan mempermudah, apk pemerintah masak kayak gitu kayak keong",1,2024-02-16T13:37:49,Negatif
GAK HABIS PIKIR SAMA INI APLIKASI,1,2024-02-16T13:36:10,Negatif
Mantap,1,2024-02-16T13:34:30,Negatif
Ok,5,2024-02-16T13:33:44,Netral
Biar bintang ⭐ yang bicara,1,2024-02-16T13:32:43,Negatif
Lain mempermudah masyarakat ie mah NU Aya geh ngien setres masyarakat Buat ap Ada C Hasil dari pemilihan di serkap gk ke baca Mulu pusing ja ngien setres bae,1,2024-02-16T13:31:55,Negatif
Kok menu daftar akun tdk muncul,2,2024-02-16T13:30:43,Negatif
mgaririweh,1,2024-02-16T13:26:18,Negatif
Selalu gagal dlam mengambil gambar,1,2024-02-16T13:25:50,Negatif
Memyusahkan,1,2024-02-16T13:22:58,Negatif
Terimakasih,5,2024-02-16T13:22:55,Positif
Mantap,5,2024-02-16T13:19:02,Positif
Sekelas pemerintah bikin aplikasi nol,1,2024-02-16T13:18:23,Negatif
Kapan2 mending pake cam scanner aja deh. Lebih cepet kirim WA selese. Kaya gini bikin ga tidur siang malem. Padahal aplikasi di pake juga 5 tahun sekali,1,2024-02-16T13:16:05,Negatif
"Masa jaringan lancar . Tetap saja ""gagal memuat data gambar . Tolong periksa koneksi internet anda."" Token Expired",1,2024-02-16T13:15:16,Negatif
V 2.48 Saya Mohon untuk pengeditan foto/tulisa bisa di ubah lagi sebelum di kunci karena beberapa kpps melakukan kesalahan dan tidak bisa di ubah lagi,1,2024-02-16T13:12:11,Negatif
Sulit diakses,1,2024-02-16T13:11:19,Negatif
Aplikasi buruk menurut saya..banyak bug dan fitur2 kurang canggih. Sekelas nasional buruknya kayak gini,1,2024-02-16T13:08:38,Negatif
"Saya harus ksh apresiasi untuk KPU ..sy yakin sdh sgt maksimal untuk pembuatan aplikasi ini..Mengenai penggelembungan data itu ya..kemungkinan yg salah ada yg menginput SIREKAP prtma kali, krna jelas sdh diinfokan di BIMTEK untuk cek dlu semuanya sblm SUBMIT,krna klo sdh SUBMIT data sdh tdk bsa di edit lagi..JADI SAYA SIMPULKAN BUKAN SALAH KPU. TERIMA KASIH",4,2024-02-16T13:07:15,Positif
"Sampai tgl 16 feb beberapa belum bisa di submit, 1 hari ini tdk ada progress, apk menyengsarakan!",1,2024-02-16T13:05:54,Negatif
Apk yg membingungkan rakyat... Sangat sangat sangat jelek,1,2024-02-16T13:04:40,Negatif
kurang profesional,1,2024-02-16T13:03:47,Negatif
Gajelas bikin pusing kebanyakan ita itu wkwk,1,2024-02-16T13:02:05,Negatif
Menyusahkan,1,2024-02-16T13:01:12,Negatif
Terimakasih telah bergabung,5,2024-02-16T13:00:22,Positif
Buruk dan menyesatkan KARENA BANYAK KETIDAK SEAUAIAN Data C1 Dengan data yang di input.,1,2024-02-16T12:56:44,Negatif
"Bikin sejarah kelakuan kpu ,biar anak cucunya tau kejahatan org tua mereka sekarang.",1,2024-02-16T12:56:42,Negatif
"Bukannya mempermudah malah mempersulit... Sdh 2 hari upload hasil perhitungan suara blm selesai""",1,2024-02-16T12:54:50,Negatif
Aplikasi Pemilu Terburuk!! Hati-hati Kalian melakukan kecurangan Akan Masuk penjara! Kerja Yang Jurur!!,1,2024-02-16T12:54:47,Negatif
"yang katanya dunia serba digital dan agar mempermudah pekerjaan nyatanya malah menyulitkan. Tadinya ngasih bintang 3 siapa tau ada kemajuan, ternyata pas hari h dipakek malah ngrepotin penggunanya. Untuk aplikasi sekelas nasional, kalau belum siap besok2 jangan diluncurkan. Saya edit bintang 1🙏",1,2024-02-16T12:53:56,Negatif
"Bikin pusing, apk belum jadi",1,2024-02-16T12:53:46,Negatif
Aplikasi untuk MENCURI SUARA RAKYAT,1,2024-02-16T12:50:56,Negatif
Aplikasi sekelas nasional bukan mempermudah pekerjaan tp memper lambat kerja.. Harusnya sudah selesai malah masih muter menunggu salinan dokumen......?🙏🙏,1,2024-02-16T12:49:02,Negatif
Aplikasi sulit,1,2024-02-16T12:47:28,Negatif
Susah masuk.,1,2024-02-16T12:43:54,Negatif
Aplikasi buruk kalo tidak siap digitalisasi jangan maksa donggg.... Nyusahin idup orang ajaaaa luuuu,1,2024-02-16T12:43:35,Negatif
"Aplikasi parah. Sekelas pemilu aplikasinya kok begini. Mulai dari sering eror, ada instruksi harus ofline tiba2 harus online, dan anehnya beda hasil antara hasil real dan pembacaan hasil di aplikasi. Dan itu tidak bisa diedit oleh operator sirekap! Kalau seperti ini gmn ga dinamakan curang?",1,2024-02-16T12:42:20,Negatif
Sbagus apapun kamera hp Hasil photo tetep buram..log out sendiri.. Buat fokus gambar pun tak ada.. Aplikasi cuma buat kisruh 1 negara Apa ini tujuan aplikasi ini di buat..,1,2024-02-16T12:42:10,Negatif
"aplikasinya kurang, lama upload foto + unggah pdf mlah kembali ke layar utama trs",1,2024-02-16T12:41:37,Negatif
Aplikasi jelek,1,2024-02-16T12:40:26,Negatif
Login sangat sulit Dan bukanny mempermudah tpi sebalik ny,1,2024-02-16T12:37:35,Negatif
MasyaAllah... Berkali-kali kok gx bisa masuk.... 🥶🥶,5,2024-02-16T12:34:23,Negatif
Seharian blm bisa,1,2024-02-16T12:33:55,Negatif
"aplikasinya aneh, sejak simulasi saja sudah banyk gangguan, begitu hari H, kirain akan lebih baik, malah lebih parah",1,2024-02-16T12:31:07,Negatif
"APLIKASI GAGAL. Suka nge bug, over akses bikin Lemot, kamera tidak bisa di fokuskan dan kualitas gambar tulisan jadi blur. Unggah gambar tulisan ""tunggu sesaat"" TAPI 3 hari blum selesai proses pengunggahannya. Cara pengaplikasianya cukup mudah. Tapi ya seperti tadi contohnya. Aplikasi PEMILU dari tahun 2019 sampe sekarang gak ada perubahan.",1,2024-02-16T12:29:00,Negatif
Tidak efektif dan malah menyulitkan,1,2024-02-16T12:27:41,Negatif
"Mending pakai g form ribet amat buat aplikasi, anggaran negara emang kurang ?",1,2024-02-16T12:26:47,Negatif
"Parah, biar bintang yang berbicara",1,2024-02-16T12:21:29,Negatif
Menjadi anggota kpps,5,2024-02-16T12:20:41,Netral
Ruweeettttt,1,2024-02-16T12:18:15,Negatif
Siap siap masuk penjara dalang kericuhan 2024. Sirekap yg eror adalah kesalahan sistem yg murni dilakukan oleh pengembang aplikasi.,1,2024-02-16T12:17:30,Negatif
"Ayolah sirekap bantu saya, jgn eror terus😭😭😭",1,2024-02-16T12:17:28,Negatif
Aplikasi bapuk nyusahin kpps,1,2024-02-16T12:15:29,Negatif
sangat buruk untuk kepentingan menentukan 5 tahun kedepan,1,2024-02-16T12:13:51,Negatif
lama kali gambar d proses.. ga kelar2 aku kerja,1,2024-02-16T12:12:42,Negatif
aplikasi yg mnyulitkan usernya kamera buram. tidak terbaca pula,1,2024-02-16T12:12:41,Negatif
"Aplikasi g jelas, negara rugi menggunakan aplikasi buruk",1,2024-02-16T12:09:05,Negatif
Tidak bisa di pakai,1,2024-02-16T12:04:54,Negatif
Aplikasi badut,1,2024-02-16T12:04:10,Negatif
"Ketua KPU NYA GA ADA OTAK,NGABISIN DUIT NEGARA CUMA BUAT APLIKASI YANG EROR BEGINI, PEMILU PALING RUSAK DALAM SEJARAH INDONESIA",1,2024-02-16T12:02:31,Negatif
"TIDAK SEMPURNA.., HASIL AKHIR YANG DILIHAT PUBLIK TIDAK TRANSPARAN.., CUMA BENTUK ANGKA2 TANG BIKIN MENGHIRAUKAN RAKYAT, TIDAK TERLIHAT SUMBER DATA DAN FAKTA, SAMPAI SAAT SAYA TULISA KOMENTAR INI, PERBEDAANNYA DENGAN CALON LAIN PADA DPRD TIDAK SIGNIFIKAN...",1,2024-02-16T12:00:48,Negatif
Aplikasi belum maksimal,1,2024-02-16T11:59:33,Negatif
Unfaedah,2,2024-02-16T11:55:20,Negatif
Aplikasi COCOTE bikin ribet penghitungan suara,1,2024-02-16T11:55:07,Negatif
Aplikasi ga jelas,1,2024-02-16T11:52:39,Negatif
"parrah, sengaja mengelembungkan suara mayoritas kemenangan 02,",1,2024-02-16T11:51:50,Negatif
Asli parah... Udah berat kirim data online.....untuk rekapan hasil calon presiden dan wakil presiden TIDAK BISA DIUBAH sesuai data yg sebenarnya.... Malah sistem yg menentukan hasil sendiri.... Sementara untuk yg lain bisa diedit hasil sesuai rekapan C Hasil.. Mohon diperbaiki untuk PPWP,1,2024-02-16T11:49:32,Negatif
Tidak layak digunakan entuk event nasional,1,2024-02-16T11:46:51,Negatif
aduchhh tolongggggg lah udah capek saya nunggu unggah berkas pdf tolongggg lah admin sirekap ke mana saya harus minta tolong saya di kejar² pps dri kemaren lohhhh aduchhh capekkkk saya gara² apl ini,1,2024-02-16T11:46:40,Negatif
aplikasi penipu...,1,2024-02-16T11:46:11,Negatif
Malah bikin susah,1,2024-02-16T11:44:48,Negatif
Masuk perangkap ini,1,2024-02-16T11:42:11,Negatif
"Tolong utk kpu baiknya tidak dipakai skalian saja aplikasi ini,data tidak trbaca akurat, justru malah bisa jd indikasi kecurangan pemilu. Terimakasih.",1,2024-02-16T11:38:41,Negatif
Aplikasi yang hanya mempersulit penduduk.kalau belum siap aplikasinya jangan dinluncurkan.malah mempersulit keadaan.,1,2024-02-16T11:37:33,Negatif
Oke yes,5,2024-02-16T11:36:09,Positif
NDAK JELAS,1,2024-02-16T11:33:28,Negatif
"aplikasi pembunuh ini , wakakak bukanya mempercepat pekerjaan malah memperlambat proses merekap.",1,2024-02-16T11:28:43,Negatif
Udh beberapa kali login susah bener,1,2024-02-16T11:27:01,Negatif
Masalah mulu,1,2024-02-16T11:26:18,Negatif
Mantap,5,2024-02-16T11:26:02,Positif
Aplikasi nyusahin,1,2024-02-16T11:23:08,Negatif
"Suraam, tolong buat software developer nya kalo buat aplikasi jangan mau duit nya ajaa, aplikasinya selesain. Dan buat KPU, kalo mau buat aplikasi tolong rekrut software developer yang profesional, jangan yang masih anak kuliahan semester 3 gini.",1,2024-02-16T11:16:03,Negatif
"Aplikasi sekelas pemilu kok bisa server down parah. Gak efektif sama sekali. Persiapannya bertahun2 kok hasilnya ampas? Bukan mempermudah malah mempersulit, nambah2in kerjaan. Mana selama pemilu taruhan nyawa gara2 over limit kerjanya.",1,2024-02-16T11:13:56,Negatif
Aplikasinya terkesan memaksakan sekelas pemilihan presiden padahal,1,2024-02-16T11:13:08,Negatif
"parah sih, nanti jgn d pake lagi.",1,2024-02-16T11:11:31,Negatif
Aplikasi jelek,2,2024-02-16T11:09:21,Negatif
Buruk menipu hasil angka dipermainkan,1,2024-02-16T11:08:57,Negatif
"trauma jadi sirekap, apk pada hari H gak bisa dipakai, jatuhnya h+2 masih bikin pusing yg pegang sirekap!",1,2024-02-16T11:07:50,Negatif
Apk ampas,1,2024-02-16T11:04:51,Negatif
"Aplikasi untuk curang yg sengaja di buat utk kepentingan sekelompok orang, Sudah saatnya utk mengaudit siapa pembuat aplikasi yg berbahaya ini. Dan sudah saatnya utk membawa ke ranah hukum terutama orang dalam KPU, yang hidupnya sudah terlalu enak tidak tersentuh hukum ketika melakukan kecurangan.",1,2024-02-16T11:02:02,Negatif
Untuk sekelas penyelenggaraannya negara aplikasi ini sangat buruk.,1,2024-02-16T10:59:21,Negatif
"Terlalu banyak menu, seharusnya cukup berapa nilai perolehan suara dan foto , gk usah pake embel embel yang bikin aplikasi lemot buat akses, dan gk terlalu menyusahkan user, user udah cape dengan perhitungan suara , ditambah disuruh cape ngurusin beginian....",1,2024-02-16T10:59:15,Negatif
Aplikasi jorek masa ada kunci2 prangkat buruk sekali nyiptain aplkasi,1,2024-02-16T10:58:17,Negatif
"Tidak bisa dibuka, info dr khalayak, sistemnya gak benar",1,2024-02-16T10:54:22,Negatif
sering keluar sndri apknya...tlong diperbaiki.,1,2024-02-16T10:53:29,Negatif
Bohhh karepmu 😪😪,1,2024-02-16T10:52:47,Negatif
"Aplikasi sampah. Ai di setting dan didesain utk Mendongkrak suara paslon 02. Jelas sekali ketika sudah dipindai dari angka 074 tiba² jadi 748, dari angka 082 jadi 882. Lucu nya Markup suara itu terjadi hanya pada paslon 02. Kpu bisa jelaskan ke publik bagaimana itu bisa terjadi????",1,2024-02-16T10:52:43,Negatif
"aplikasi ap ini...mempersulit petugas kpps malahan,,,,",1,2024-02-16T10:51:25,Negatif
"Aplikasi ini suka berubah yang difoto apa yang keluar apa, hasil bisa diedit kesannya hasil pemilu bisa diotak-atik kurang bagus ini aplikasi, banyak lelet loading lama.",1,2024-02-16T10:50:39,Negatif
"Katanya alat bantu, tapi merepotkan, banyak error pula",1,2024-02-16T10:47:27,Negatif
"mempersulit, ngerepotin, nambah2 i kerjaan, bikin kerja 2x",1,2024-02-16T10:46:39,Negatif
Buruk tidak bisa dibuka,1,2024-02-16T10:44:59,Negatif
Aplikasi paling parah diantara yg parah,1,2024-02-16T10:44:13,Negatif
"Gk usah sok""an online kalau server masih segede kecambah",1,2024-02-16T10:44:10,Negatif
RUWET!!!,1,2024-02-16T10:43:26,Negatif
Aplikasi apa ini rawan kecurangan,1,2024-02-16T10:39:29,Negatif
"Tolong masalah token expired segera diperbaiki, saya ingin mengoreksi foto tetapi gagal terus karena ada bacaan token expired!!!",1,2024-02-16T10:38:39,Negatif
aplikasi yg bikin emosi jiwa.. Klo blm siap ngapain dipaksakan utk digunakan🤦🤦,1,2024-02-16T10:37:26,Negatif
Data salah mulu..kacauuuw,1,2024-02-16T10:35:24,Negatif
Aplikasi yang seperti belum siap di gunakan tapi di paksakan mempersulit pengguna,1,2024-02-16T10:30:36,Negatif
kalo belum siap aplikasinya gausah dipaksa pak/buk sangat sangat merepotkan jadinya.,1,2024-02-16T10:30:24,Negatif
"Buruk, tidak layak",1,2024-02-16T10:28:35,Negatif
"Aplikasi prematur gini, mestinya uji secara teknis dulu, baru di terapkan di publik. Malu2in negara saja ini yg katanya canggih. Canggih buat bagi yg ingin curang",1,2024-02-16T10:27:28,Negatif
"tolong kalau pakai aplikasi server hrs siap, pakai sirekap justru menghambat proses perhitungan, kalau blm siap mending gak usah, dan parahnya gak semua tipe hp bisa lancar, hpku redmi 9T hasil kamera dr C-hasil sgt buruk resolusi rendah, posisi sirekap sbnrnya sbg apa sih?",1,2024-02-16T10:26:09,Negatif
"Bukan mempermudah malah mempersulit,mulai dari sinyal padahal pake aplikasi lain lancar lancar aja,kualitas fotonya jelek percuma penerangan bagus tulisan bagus kalau fotonya burem mah,terus pendeteksi angka nya juga parah masa angka 1 terbaca angka 7 lah 6 lah 4 lah padahal udah di tarik lurus gak pake topi angka lain nya juga sama,,, Kalau niat mau pake aplikasi coba buat dari lama, ini mah satu bulan mau di pake baru bikin haduuuh parah,jadi kpps sekarang cuma buat uji coba parah parah",1,2024-02-16T10:25:14,Negatif
Minimal jgn kamera doang lah Adain fitur upload fdp atau dari galeri langsung biar engga ribet + biar foto engga jelas,1,2024-02-16T10:23:03,Negatif
"APLIKASI BUSUKK BGT MEMPERSULIT DOANG KALO BIKIN APK NIAT NAPA INI APK BUAT NEGARA KAYA GA NIAT SAMSEK, MINIMAL TROUBLE LNGSUNG BISA DI BENERIN LAH INI MALAH BIKIN SUSAH",1,2024-02-16T10:19:20,Negatif
Aplikasi cacat. Nyusahin doang,1,2024-02-16T10:19:08,Negatif
Sepertinya sengaja dibuat sulit biar konsentrasi buyar,2,2024-02-16T10:19:06,Negatif
Terlalu lambat,1,2024-02-16T10:18:34,Negatif
Apk busukk selalu trouble,1,2024-02-16T10:14:51,Negatif
Kalau belum siap 100% di pakai untuk orang mending gak usah bikin aplikasi kaya gini lahh MOHON DI BACA YAAA UNTUK SI PEMBUAT APLIKASI INI🙏🏻,1,2024-02-16T10:10:11,Negatif
"Gambar sulit terdeteksi, terlalu RUWET",1,2024-02-16T10:07:41,Negatif
"apk banyak bug,sangat mempersulit dan tidak mempermudah sama sekali,semoga cepat di hapus",1,2024-02-16T10:03:53,Negatif
"Kasih 2 bintang aja, sering eror",2,2024-02-16T10:02:44,Negatif
Aplikasi ga bisa di pake pas hari h,1,2024-02-16T10:01:42,Negatif
"saya tidak mau mengisi sirekap sebelum kpu membetulkan aplikasi ini. di ppwp foto halaman ke-2 angka tidak bisa diedit, sedangkan halaman 1 dan 3 bisa diedit. di halaman ke-2 kalaupun angkanya bisa tertangkap oleh aplikasi, dibacanya salah. di halaman ke-3, angka 173 dibaca 673 untung bisa diedit. coba kalau di halaman ke-2? kesamaan angka 1 dan 6 itu jauh. *SAYA TIDAK MAU ISI SIREKAP!* PARAHHHHHH.... jangan sok canggih deh",1,2024-02-16T10:01:22,Negatif
Aplikasi tidak berguna,1,2024-02-16T10:01:00,Negatif
Kacauuuu Ini aplikasi bukanya buat rekap kebenaran malah dibuat untuk kecurangan,1,2024-02-16T09:57:53,Negatif
Masa ga bisa upload lewat galeri sedangkan scan lewat sirekap error terus,1,2024-02-16T09:56:54,Negatif
"Bagian kamera g ada pengisian cahaya, waktu hitung malam menyusahkan. Pengaturan garis saat akan melakukan crop juga sangat susah ditarik, bagian ppwp hal 2 g bisa dimanual, menghitung sendiri",1,2024-02-16T09:56:46,Negatif
foto plano tidak terverifikasi dari tgl 15 feb kemarin,1,2024-02-16T09:54:08,Negatif
"Aplikasi level nasional, tapi servernya lemot. apakah saat membuat aplikasi ini tidak memperhatikan UI UX, atau tidak menggunakan analisis SWOT atau Pieces.? Kelas nasional tapi kayak amatiran banget. Kalau memang diakses seluruh Indonesia, harusnya dipersiapkan dahulu Jaringan dan Servernya sebaik mungkin, biar tidak merepotkan Petugas. Bintang ulasan akan berubah sesuai dengan kemudahan user saat menggunakan aplikasi. edit ulasan paska pemilu, intinya aplikasi ini tidak bermanfaat. Thanks.",1,2024-02-16T09:48:50,Negatif
Aplikasi ini sudah memakan korban jiwa anggota kpps meninggal karena kelelahan karena beban ekstra merekap suara manual lalu mengerjakan data sirekap yg amburadul sehingga harus diedit lagi secara manual.,1,2024-02-16T09:47:59,Negatif
Di maksimalkan lagi,5,2024-02-16T09:45:48,Netral
"aplikasi belum layak digunakan, hanya nyrimpeti petugas, kalau belum siap gak usah di gunakan",1,2024-02-16T09:45:20,Negatif
Mungkin jika dalam pengambilan gambar nya bisa seperti camscanner lebih mudah untuk di gunakan,5,2024-02-16T09:45:17,Netral
Aplikasi gk akurat mudah dimanipulasi,1,2024-02-16T09:43:02,Negatif
belum layak KPU setingkat nasional punya aplikasi tidak valid seperti ini,1,2024-02-16T09:39:24,Negatif
Aplikasi rusak,1,2024-02-16T09:36:21,Negatif
Sangat menyulitkan anggota kpps foto selalu tidak jelas..padahal kamera jelas ayo minimal perbaiki,1,2024-02-16T09:33:50,Negatif
"Username dan passwordnya apa ya? Gak jelas, minim informasi",1,2024-02-16T09:32:33,Negatif
"Ini kalau diupdate ke versi yg baru, apa tidak hilang c.hasil yg sudah difoto?",3,2024-02-16T09:30:00,Netral
aplikasi tidak layak di luncurkan,1,2024-02-16T09:29:58,Negatif
Aplikasi blom siap pakai malah di pakai negara,1,2024-02-16T09:26:42,Negatif
aplikasi ga jelas!!!,1,2024-02-16T09:25:55,Negatif
Lemot,1,2024-02-16T09:23:13,Negatif
Hehehe,1,2024-02-16T09:21:55,Negatif
LOADING LAMAAAAA,1,2024-02-16T09:17:33,Negatif
"Kok aplikasinya tidak sesuai dengan input C1. Ini tersalah tidak sengaja atau sengaja tidak bener??. Mohon diperbaiki lagi sistem supaya tidak menguntungkan satu pihak. Dan masyarakat miskin pun tidak hanya dapat makan siang gratis, tapi dapat makan pagi, siang dan malam dengan keluarga hasil keringatnya sendiri walaupun tidak gratis. Salam rakyat miskin untuk KPU lebih maju👍🏼👍🏼",1,2024-02-16T09:17:28,Negatif
Sudah bagus tidak perlu di tingkatkan. Cukup sampai versi ini saja.,1,2024-02-16T09:13:07,Negatif
Terpercaya,3,2024-02-16T09:11:40,Negatif
"Ksihan kpps yg menggunakan aplikasi tidak mutu ini, nambah i pekerjaan aja, klo sekiranya blm mampu buat aplikasi ga usah di paksain",1,2024-02-16T09:09:03,Negatif
Sangat buruk,1,2024-02-16T09:07:14,Negatif
Semoga kedepan lebih terpercaya.,1,2024-02-16T09:05:27,Negatif
Mosi tidak percaya kepada KPU. Harus ada pencoblosan ulang ke semua TPS . Yg bermasalah ini,1,2024-02-16T09:01:17,Negatif
"Parah parah parah! KPU buat program,ctapi masyarakat diminta kerja ROMUSA. Input data, salah, kerja lagi masyarakat, karena data yg diinput berubah. Aneh harusnya minta maaf malah bilang untung ada sirekap mayarakat jadi tau. BODOH! harus nya dengan ada nya sirekap, kita gak disuruh kerja kerja kerja. Masa kita kita diminta mengamati Sirekap. Yang bener aje. Parah!!!",1,2024-02-16T09:00:45,Negatif
Rungkad,1,2024-02-16T08:59:31,Negatif
"Bakal jadi musibah bagi Petugas KPPS yang menggunakan sirekap. Upload Hasil C Plano 2 Hari tidak bisa terverifikasi. Di mana diminta foto ulang terus. Kelemahan lainnya nilai hasil tidak sesuai dengan yang di-upload, terutama halaman 2 hasil c Plano PPWP dan tidak bisa di edit.",1,2024-02-16T08:58:49,Negatif
Tidak bisa di buka,1,2024-02-16T08:55:29,Negatif
Astaghfirullah,1,2024-02-16T08:54:23,Negatif
"Aplikasi yang menurut saya bukannya memperlancar, malah menghambat. Tolong diperbaiki mulai dari proses yang lama dan belum tentu berhasil di proses. Apalagi sistem fotonya harus live. Iya kalau ketahuannya pada masih waktu dilokasi bisa diulang fotonya, lah kalau ketahuan gagal diproses nya waktu kegiatan sudah selesai dan Plano sudah dikirim. Tolong lah, sistemnya diperbaiki agar memperlancar KPPS dalam menjalankan tugasnya. Ini justru malah memperlambat KPPS. Tolong diperbaiki 🙏🙏🙏",1,2024-02-16T08:53:57,Negatif
"Harusnya Di Bimbingan Teknis Sudah Dijelaskan Input Sirekapnya. Agar Lebih Mudah Penggunaanya,aplikasi Wajib ditingkatkan secara menyeluruh agar mudah prosesnya",1,2024-02-16T08:52:45,Negatif
NYUSAHI PETUGAS WAE APLIKASINE NEK DURUNG LAYAK RAUSAH DI PUBLIKASIKANN !,1,2024-02-16T08:47:15,Negatif
"Sesuai ekspektasi, app plat merah emng gini2 aja wkwk UI UX rasa tahun 2012an, server jangan ditanya.",1,2024-02-16T08:46:44,Negatif
aplikasi ampas,1,2024-02-16T08:44:16,Negatif
kenapa bikin appl ga guna ky gini mending di hapus dr playstore,1,2024-02-16T08:41:35,Negatif
percuma d donwlod gk bs masuk ny,1,2024-02-16T08:39:14,Negatif
App sirekap belum layak digunakan tapi tetap dipaksakan.. -prosesnya lama jd mempersulit pekerjaan sirekap -c hasil masih nulis manual -fotonya ga bisa fokus Kedepan tolong diperbaiki lagi nanti dikasih bintang lima 5,1,2024-02-16T08:34:27,Negatif
Membantu,4,2024-02-16T08:29:27,Positif
Alhamdulillah akan menjadi kenangan sebagai anggota KPPS & Sirekap Suka dan dukanya Bersyukur gk meledak servernya,1,2024-02-16T08:29:11,Netral
"Gabisa masuk, hasil foto kamera jelek, satu tps 2 sirekap malah terpisah, gak saling terhubung",1,2024-02-16T08:28:06,Negatif
"Apabila dalam beberapa hari kedepan aplikasi masih dominan sulit diakses bahkan dioperasikan mohon kesadaran pemerintah untuk tidak melanjutkan kegiatan disirekap,kami sebagai pengguna merasa sangat kesusahan dan sangat dirugikan terimakasih",1,2024-02-16T08:27:59,Negatif
"secara UI/UX aplikasi ini sudah bagus dan rapi, secara fitur, keamanan, autentikasi, dll sudah sangat baik, namun sepertinya model data yang dilatih untuk membuat machine learning-nya masih jauh dari kata sempurna bahkan bagus, sehingga output yang dihasilkan tidak seperti yang diharapkan users atau bahkan developer-nya sendiri",2,2024-02-16T08:19:21,Negatif
