content,score,at,label,Unnamed: 0
Jelek sekali aplikasinya,1,2024-02-21 10:36:35,Negatif,
Perlu ditingkatkan lagi dan dipermudah untuk penggunaan masa mendatang!,5,2024-02-21 10:16:28,Positif,
No comment 🙌🏾,1,2024-02-21 09:58:30,Negatif,
"Apk gak jelass!!!!!!!!! Yang bug apk nya yang di salahin usernya, Bloggggg!!!!!!",1,2024-02-21 09:35:56,Negatif,
aplikasi cacat,1,2024-02-21 09:24:14,Negatif,
Makanya kalo belum siap jangan sok pake aplikasi nyusahin orang aja lu,1,2024-02-21 09:17:17,Negatif,
"APLIKASI GAGAL. Banyak bug, over akses jadi Lemot, kamera tidak bisa di fokuskan dan kualitas gambar tulisan jadi blur kenapa gapake kamera bawaan HP kaya daftar hadir. Unggah gambar tulisan ""tunggu sesaat"" TAPI 3 hari blum selesai proses pengunggahannya. Cara pengaplikasianya cukup mudah. Tapi ya seperti tadi contohnya aplikasi gabagus buat pemilihan yg minta cepat tapi aplikasi banyak masalah.",1,2024-02-21 09:10:37,Negatif,
"Aplikasi yg gk bener, malah nuduh kpps!!",1,2024-02-21 09:09:57,Negatif,
"untuk aplikasinya baguss semangat buat pengembang aplikasi ini, dan untuk kedepannya tolong di tingkatkan lagii fiturnya seperti bisa ngambil foto dari galeri supaya lebih cepet dan juga tolong pas Hari H ni aplikasii tolong servernya di banyakin lagi supaya tidak teejadi eror saat hari H tolong tingkatkan lagii semangat Dev:')",4,2024-02-21 09:09:36,Positif,
"saya sbg Anggota KPPS sirekap 1,, jujur aplikasi ini lah yg bikin kami pulang pagi, memastikan semua terfoto dg baik tapi tidak ada gunanya, tetap saja tidak bisa terbaca.. saat bimtek aplikasi tidak bisa digunakan, saat pemilu aplikasi down.. 1 hr setelah pemilihan pun di cek kembali buat memastikan data dan menguncinya, ternyata sebagian disuruh ulang foto lagi 😂😂😂, ya mana bisa dikunci kl begini 😂 untung semua hasil C1 SUDAH DI FOTO & SCAN.. JGN SALAHKAN KPPS, KPU YG BELUM SIAP..",1,2024-02-21 09:02:59,Negatif,
"Gini ni kalau aplikasi dadakan , nunggu sukses harus berhari hari , giliran gagal harus upload ulang ke tingkat kecamatan/ desa . Orang lain itu kerja juga , upload harus manual gabisa pakai data yang kemarin sudah terfoto . Sedih memang",1,2024-02-21 08:54:30,Negatif,
"masih lebih bermanfaat cukur rambut digital, gara gara ini aplikasi berapa banyak jiwa yang menahan kantuk dini hari",1,2024-02-21 08:49:11,Negatif,
lemot,1,2024-02-21 08:35:29,Negatif,
Aplikasi kacau dan memihak ke paslon tertentu. Kacau negara,1,2024-02-21 08:07:12,Negatif,
"Dr awal simulasi saya sudah menduga gak akan efektif kalau tetap digunakan,nah terbukti ujung2nya buat kegaduhan dimasyarakat...",3,2024-02-21 07:56:04,Netral,
aplikasi tidak siap sama sekalii,1,2024-02-21 07:48:42,Negatif,
Aplikasi memyesatkan,1,2024-02-21 07:42:07,Negatif,
Fitur pengemblungan suara sangat tidak baik,1,2024-02-21 07:39:47,Negatif,
"jujurly aplikasi ini harus di evaluasi kembali, karena dalam membaca hasil c plano pun masih harus di detail kan kembali, saya berharap aplikasi ini lebih dikembangkan demi kelancaran pemungutan suara",1,2024-02-21 07:36:28,Negatif,
Apk memang ok,5,2024-02-21 07:31:27,Positif,
"Apk sampah truntuk kau ketua KPU RI terimakasih atas penilaiannya kepada kami kpps terhusus operator sirekap mengatakan bahwa kami kerja tdiak teliti dan asal asalan anda mungkin perlu cermin, sekelas pemilu pakai Apk yg baru login udah down udah eror apa apaan sangat memalukan",1,2024-02-21 07:30:02,Negatif,
"Apk Belum sempurna Masih banyak bug ,Pas awal awal ada yg bisa login ada yg engga ,Macam macam dah nih kekeurangan apk .Malh langsung d pake ya gini .. mana langsung nyalahin anggota kpps terkait kesalahan angka .. Kocak",1,2024-02-21 06:58:07,Negatif,
"Aplikasi tulul, belum bener dipaksakan dipakai. Apa tidak diuji coba dulu kah aplikasinya?apakah kalau masih banyak errornya tetap dipakai?",1,2024-02-21 06:35:43,Negatif,
"Aplikasi yang belum siap, masih mentah.",1,2024-02-21 06:34:38,Negatif,
Ini mau diapresiasi bagaimana???,1,2024-02-21 06:24:59,Negatif,
"Aplikasi yg rusak, yg disalahkan kpps, lucu",1,2024-02-21 05:50:57,Negatif,
"Aplikasi yang dari 2019 sampai 2024 belum siap, kasihan operator sirekap yang di salahkan...semoga kedepannya lebih baik lagi.",1,2024-02-21 05:43:27,Negatif,
Zonk,1,2024-02-21 05:40:44,Negatif,
"Aplikasi yg membuat rugi.masyarakat indonesia,tidak ada hal yg baik menurut saya,karena kegagalan dan banyaknya keterlambatan laporan dikarenakan aplikasinya selalu erorr....",2,2024-02-21 05:38:00,Negatif,
"KPU asu, jangan kau kambing hitamkan petugas KPPS",1,2024-02-21 05:27:11,Negatif,
Gara-gara aplikasi ini pemilu sekarang amuradul,1,2024-02-21 05:25:50,Negatif,
"Aplikasi banyak bug, gabisa disunting. Malah nyalahin anggota kpps. Aneh.",1,2024-02-21 05:15:28,Negatif,
"Aplikasi gaje, nunggu verifikasi gambar bisa sampe 2 hari, pas ada kesalahan ya gimana c hasilnya udah di kecamatan.. buat aja pemilu jadi 3 hari kalau mau makai aplikasi gaje gini",1,2024-02-21 04:54:40,Negatif,
Aplikasi susah di gunakan,1,2024-02-21 04:40:18,Negatif,
"Aplikasi yg blom siap tpi sudah di release.... Yg salah baca aplikasi, yg di salahin kpps... Luar biasa tuduhan anda.... Kami bekerja 24 jam lebih masih di salahin lagi?",1,2024-02-21 04:38:06,Negatif,
Yang salah KPPS kok. Bukan Sirekap nya apalagi KPU haha,1,2024-02-21 04:34:08,Negatif,
Anggaran gedein lagi biar bisa di korupsi,1,2024-02-21 04:20:39,Negatif,
Tepat sebagai acuan,5,2024-02-21 04:18:30,Positif,
"Aplikasi gagal kek gini, malah kpu bilang yang salah kpps, emang tolol kpu. Akibat orang dalam ya kek gitu kerja gak bisa, bisanya nyalahin orang lain",1,2024-02-21 04:09:55,Negatif,
"Aplikasi bodong, yg buat jg bodong",1,2024-02-21 04:03:25,Negatif,
"Kagak bisa terbuka, katanya semua orang bisa download dan gunakan, kenapa kagak bisa terbuka",1,2024-02-21 03:42:09,Negatif,
"Aplikasi sampah, buang buang duit negara membelinya",1,2024-02-21 03:28:27,Negatif,
"iT 'nya bgimana inih ko bnyk data yg ga singkron ,",1,2024-02-21 03:04:44,Negatif,
"Ga bisa dibuka, harus aktifkan kunci layar kata aplikasinya",1,2024-02-21 03:03:08,Negatif,
Aplikasi buruk tidak bisa di percaya Hasil bisa berubah Untuk teman teman jangan percaya aplikasi ini hasil nya bohong,1,2024-02-21 03:02:01,Negatif,
aplikasi belum siap udah di publish😴,1,2024-02-21 02:49:24,Negatif,
"Aplikasi gaduh, bukannya mempermudah malah mempesulit. Masukan : Tolong server dan apk di buat stabil dan perlu pembenahan. Jangan uji coba ketika mendekati pemilu saja",1,2024-02-21 02:26:55,Negatif,
"APLIKASI CACAT DI GUNAKAN, DATA DI SIREKAP KELIRU YG DI SALAHIN KPPS NYA, BUTUH BUKTI SILANG XXX DI BACA ANGKA 888 SAMA APLIKASI CACAT INI? EMAIL AJA",1,2024-02-21 02:16:18,Negatif,
Aplikasi untuk menentukan pemimpin indonesia ko BUSUK,1,2024-02-21 02:13:18,Negatif,
The Real Beban Negara,1,2024-02-21 02:01:57,Negatif,
"Aplikasi blas ra mutu, bisa bisanya KPU menyalahkan kpps. Wooooiii.. Benerin dulu tuh apk nya. KPU perlu di audit. Ayo para kpps para orang orang tulus, beri bintang 1.",1,2024-02-21 01:57:28,Negatif,
Kurang,1,2024-02-21 01:50:50,Negatif,
"Blas dak bisa diandalkan, cuma bikin heboh dan memperlambat kerja kpps",1,2024-02-21 01:30:02,Negatif,
Apk ga layak !! Ga usah terbit Lebih baik benerin dulu ni apk sblm nyalahin KPPS,1,2024-02-21 01:26:31,Negatif,
susah login terus,1,2024-02-21 01:12:51,Negatif,
"Apk yang ga siap buat dipake tapi maksain buat pake ini yang ada eror mulu, login susah, up data lama! Mana nyalahin petugas sirekapnya. Woyyyyyy cape bgt,",1,2024-02-21 01:01:43,Negatif,
"aplikasi belum siap pakai, masih banyak kurangnyaa. tolong diperbaiki lagi jgn cuman nyalahin anggota kppsnya tapi dilihat dulu ini aplikasinya gimana",1,2024-02-21 01:00:16,Negatif,
"Pusing , lemot , upload gagal teruss , sesi habis user /pasword di ulang 2 masuk ... pusing mending dagang bala2",1,2024-02-21 00:58:33,Negatif,
App gk jelas masuk aja susah bnget username or email passwod gk bisa masuk,1,2024-02-21 00:51:22,Negatif,
"saat menggunakan aplikasi sirekap tidak bisa mengunci dan membuat dokumen, tp setelah uninstall dan di instal ulang baru bisa bekerja, tp tidak untuk semua diulangi cara yg sama, malah katanya akun di nonaktifkan. ini cara ngatasinya gimana ya? kalau seperti ini kerjaan tidak akan pernah selesai",1,2024-02-21 00:51:11,Negatif,
Aplikasi rusak sayaau download pdf aja banyak gagalnya ngeganggu aktifitas para anggota kpps,1,2024-02-21 00:48:37,Negatif,
"Sangat mengecewakan tidak bisa di login disemua tipe hp. Seharusnya lebih di tingkatkan lagi aplikasi supaya bisa di akses ke semua tipe hp. Lebih ditingkatkan lagi supaya bisa terbaca angkanya angka digital maupun angka biasa. Pokoknya tingkatkan lagi. Jangan sampe banyak yang akses jadi loading, macet, kirim Poto nunggu nya sampai sampe selesai di kirim. Jangan nyalahin anggota kpps yang udah bener tulisnya. Tolong perbaiki aplikasinya jangan sampai saling menyalahkan",1,2024-02-21 00:44:31,Negatif,
Apk lu tu kek kont malah nyalahin anggota kpps ngentod,1,2024-02-21 00:28:12,Negatif,
"Aplikasinya yang kurang siap yg di salahin kpps, yg katanya salah input. Seharusnya kalau belum siap mending nggak usah make aplikasi, rata2 ngasih bintang 1 tapi kpu dengan pedenya nyalahin kpps",1,2024-02-21 00:19:49,Negatif,
Aplikasi resmi bodongya bikin orang jujur menjadi blunder demi uang dan nafsu jabatan yg mendekatkan dgn setan,1,2024-02-21 00:18:22,Negatif,
"sistem belum siap untuk digunakan, saat bimtek juga masih sering trouble harusnya dari pihak kpu menyadari itu, tapi kenapa sekarang malah menyalahkan petuga kpps tentang kesalahan sirekap, situ warass pengin didemo poo pieee!!!!!",1,2024-02-21 00:09:50,Negatif,
rating 1 soalnya aplikasi error gini dipake.. mohon dibaca ya buat KPU.. KLO APLIKASI BUSUK TU JANGAN DIPAKE.. JANGAN ASAL SALAHIN KPPS NYA.. APLIKASI SAMA PEMBUATNYA YG DISALAHIN..,1,2024-02-20 23:48:19,Negatif,
"Aplikasi cacat..bukanya mempermudah, tpi mempersulit",1,2024-02-20 23:30:36,Negatif,
"aplikasi mubadzir, buang-buang uang negara, pajak makin mahal tapi pengelolanya tidak kompeten.",1,2024-02-20 23:20:38,Negatif,
Aplikasi gak guna,1,2024-02-20 23:16:17,Negatif,
"Aplikasi bosok, difoto sudah jelas yg salah menangkap hasilnya aplikasi malah menyalahkan SDM,helo pembuat aplikasi sehatkah?",1,2024-02-20 22:58:29,Negatif,
"Error terosss, login error upload foto error unduh pdf error pusinggg. Susah emang klo apa"" nyalahin Angin, eh KPPS maksudnya🗿",1,2024-02-20 22:56:25,Negatif,
Ora mutu,1,2024-02-20 22:47:53,Negatif,
Mudah dibajak,1,2024-02-20 22:40:32,Negatif,
Mantap👍,1,2024-02-20 22:32:59,Negatif,
"Bukannya mempercepat malah mempersulit ni aplikasi, kebanyakannya eror 😭😭",2,2024-02-20 22:21:10,Negatif,
useless,1,2024-02-20 20:34:50,Negatif,
Aplikasi busuk gajelas,1,2024-02-20 20:09:50,Negatif,
Wahai mbak betty kenapa KPPS yang disalahkan,1,2024-02-20 19:14:49,Negatif,
Lah ni mah APLIKASI TAI.,1,2024-02-20 19:00:15,Negatif,
Tidak bisa di buka situsnya,1,2024-02-20 18:53:43,Negatif,
Sirekap adalah aplikasi komisioner menyalahkan badan adhoc ...komisioner digaji besar badan adhoc adalah tempat sampah bagi komisioner...,1,2024-02-20 18:35:17,Negatif,
"Tulisannya ""Harap tunggu beberapa saat"" , ampe 6 hari masih begitu aja",1,2024-02-20 18:34:41,Negatif,
"Aplikasi Tidak layak pakai, Tulisan Jelas namun tidak terbaca, Slide 2 Ketika edit tidak muncul Keyboard, banyak tanda X terbaca 8, Lambat dalam memproses Gambar dan Data.",1,2024-02-20 18:09:42,Negatif,
"Aplikasi tolol, malah sekarang anggota kpps disalahkan, padahal server saja burik, bimtek kurang, benerin dulu tu server",1,2024-02-20 17:45:50,Negatif,
"SAYA SEBAGAI SIREKAP TIDAK TERIMA DISALAHKAN OLEH PIHAK KPU, JELAS APK ANDA YANG BELUM LULUS MEMBACA TAPI PAKSAKAN.... HARGAI KERJA KITA JANGAN MENYALAHKAN ORANG SE'ENAKNYA BEGITU.... APK BELUM SIAP TINGKAT NASIONAL DIPAKSA...",1,2024-02-20 17:23:59,Negatif,
"Aplikasi belum siap yang disalahin anggota KPPS.. Lawak bgt anjir.. Belum siap digitalisasi lagu""an pake aplikasi segala 🤣",1,2024-02-20 17:21:33,Negatif,
aplikasi jancook...,1,2024-02-20 17:17:24,Negatif,
SAK SIRMU KAP KAP,1,2024-02-20 16:56:49,Negatif,
"Masukan untuk KPU, lain kali klu mau buat aplikasi itu yang niat, harus nya aplikasi kaya gni harus udah ada Artificial Intelligence dan Big Data karena memuat semua data, sehingga mampu membaca foto yang sudah ke upload dan tidak perlu di edit kembali ketika verivikasi, justru itu yang membuat petugas kelelahan, udah capek sehari semalem, udah gtu harus fokus ngedit lg, klu gk siap dengan mengeluarkan dana banyak untuk membuat aplikasi yaaa gk usah pake aplikasi, mending manual sama link drive!",1,2024-02-20 16:29:04,Negatif,
Aplikasi perusak suara rakyat,1,2024-02-20 16:19:17,Negatif,
"ga selesai selesai ke tahap berikutnya, nyangkut di tahap 2 dan ada keterangan gagal memuat data gambar padahal pakai wifi dan paket data telkomsel loh ini",1,2024-02-20 16:18:41,Negatif,
Sangat tidak layak!!!,1,2024-02-20 16:09:37,Negatif,
"Lemot, belum siap operasi.",1,2024-02-20 15:52:50,Negatif,
Aplikasi buruk,1,2024-02-20 15:27:44,Negatif,
Aplikasi ampas,1,2024-02-20 15:27:14,Negatif,
Apk ajg terbaik sedunia akhirat,1,2024-02-20 15:11:04,Negatif,
"Dana pemilu Rp 71,3 triliun masak dapatnya aplikasi kek gini ???",1,2024-02-20 15:11:03,Negatif,
"Apk tergoblk yg prnah sya dwnload, apk berdosa krna turut andil dlm kecurangan pemilu,",1,2024-02-20 14:46:08,Negatif,
"Sangat buruk,, memulai awal kecurangan penghitungan suara disini, biar gk nampak kalau nanti hasil di KPU yg menangnya adlah sama seperti hasil disini.. Padahal jelas penggelembungan suaranya disini bnyak sekali..",1,2024-02-20 14:39:20,Negatif,
"awalnya sih gamau ikut2an ngasih bintang 1, tpi setelah statement KPU nyalahin operator sirekap, nih ambil bintang 1 nya",1,2024-02-20 14:25:24,Negatif,
Bad aplikasi,1,2024-02-20 14:19:55,Negatif,
aplikasi gak jelas.,1,2024-02-20 14:14:37,Negatif,
"Aplikasi mahal, ga akurat",1,2024-02-20 14:10:10,Negatif,
Apk besutan pemerintah tak pernah beres yes beri 1 bintang untung ½ bintang tak tersedia,1,2024-02-20 14:06:48,Negatif,
sampah,1,2024-02-20 13:52:18,Negatif,
"Selama 4 tahun ini developer sirekap ngapain? server ga ada perbaikan, dan dari dulu aplikasi ga ada perkembangan apa2, paling gak saat pengambilan gambar tambahin fiture flash atau paling ga resolusi pengambilan foto di naikkan, kasian buat operator sirekap yg sensor kameranya ga bagus, hasil foto jadi kayak VGA, noise dimana2.",1,2024-02-20 13:48:04,Negatif,
Gak jelas,1,2024-02-20 13:40:25,Negatif,
"Aplikasi yang tidak rekomendasi untuk di gunakan dalam pemilu , karena beberapa kendala yang muncul",1,2024-02-20 13:30:01,Negatif,
"Kalau belum bisa buat aplikasi, mending bilang aja daripada nyusahin orang satu indonesia..",1,2024-02-20 13:12:42,Negatif,
Menyulitkan operator. Foto gagal kirim tidak ada mode lampu menyala. Ndak bisa fokus. Intinya gagal total,1,2024-02-20 13:11:14,Negatif,
Aplikasi tidak layak pakai. Heran masih ada yang kasih bintang 3 atau 4. Parah banget..,1,2024-02-20 12:59:54,Negatif,
SANGAT BURUKKKKK !!!,1,2024-02-20 12:43:22,Negatif,
Saya yes,1,2024-02-20 12:26:07,Negatif,
Aplikasi gagal total.,1,2024-02-20 12:20:28,Negatif,
"Aplikasi yg sangat aneh. Milik lembaga negara, tapi kualitasnya lebih keren buatan anak SMP/SMK",1,2024-02-20 12:14:04,Negatif,
"Apk yg sangat parah, bukannya membantu malah memperparah pekerjaan,,,semua sudah selesai di upload tinggal kunci dan pdf tapi dari H sampai skrng tidak selesai akibatnya kena marah sama ketua pps. Akibat si rekap ini kerjaan saya berasa tdk becus di mata orang lain. Pengen berkata kasar",1,2024-02-20 11:47:42,Negatif,
Ok,5,2024-02-20 11:13:33,Positif,
"Kalo belum siap gak perlu pake aplikasi, Sistem itu mempermudah bukan palah mempersulit, bikin ribet Tolol",1,2024-02-20 10:47:29,Negatif,
"fitur dari sirekap belum sepenuhnya mutakhir perlu ditingkatkan kembali, jangan sampai gara-gara apk ini petugas kpps yang disalahkan. perlu peningkatan : hasil scan tidak bisa di edit 2x al hasil ketika ada revisi tidk bisa diubah, daftar hadir tidak ada opsi DPT, DPK dan DPTB, proses upload relatif lama seperti server belum siap menampung. mode offline banyak yang blank tidak terbaca di server padahal di aplikasi sudah sukses terkirim. Mohon di perhatikan untuk kedepan",1,2024-02-20 10:42:18,Negatif,
Pantau terus....,5,2024-02-20 10:41:34,Positif,
Apk gagal,1,2024-02-20 10:03:25,Negatif,
Gagal membaca hasil,1,2024-02-20 09:50:41,Negatif,
"Aplikasi ngk ada guna, mau login tulisan sandi salah padahal udh benar.. aplikasi sampah",1,2024-02-20 09:27:51,Negatif,
JELEK,1,2024-02-20 09:07:11,Negatif,
"Aplikasi sampah, buang² anggaran negara.",1,2024-02-20 09:00:36,Negatif,
Aplikasi ga guna bukan nambah mudah pekerjaan malah memperlama dan mempersulit pekerjaan,1,2024-02-20 08:53:52,Negatif,
Kapan bisa melihat detail hasil sirekap,1,2024-02-20 08:51:23,Negatif,
Gak jelas,1,2024-02-20 08:46:59,Negatif,
Sangat buruk bukan membantu malah jadi kerja 2x Saya no. Terimakasih,1,2024-02-20 08:43:04,Negatif,
"SING BALEG SIATRH ATUH NGAJIEUN APLIKASI TEH LOBA SALAH NA LOBA NGABUG NA LOBA LOADING NA LOBA KAKURANGAN NA. IEU DI PAKE JANG NAGARA NU MENYANGKUT ORANG BANYAK, KACAU SELAKIH. SEMUA ORANG RIBUT TUH GARAGARA SEMUA PERHITUNGAN SALAH, EUHH KUMAHA IEU DI GAJIH WE GEDE BARI JEUNG KURANG GAWE NGARIWEHKEUN HUNGKUL, CEUK URNG MAH TEU PANTES IEU APLIKASI DI JIEUN JADI STANDAR NGITUNG SURAT SUARA, CACAT PISAN",1,2024-02-20 08:32:37,Negatif,
Kenapa Versi 2.41 tidak dapat tambahkan foto daftar hadir dan foto kejadian khsusu,4,2024-02-20 08:28:57,Positif,
🤦‍♂️,2,2024-02-20 08:26:22,Negatif,
Aplikasi sampah yang servernya di Singapura & milih perusahaan CINA.. Pantes curang,1,2024-02-20 07:56:35,Negatif,
"Sering bug sekiranya belum siap jangan di paksakan ,",1,2024-02-20 07:39:18,Negatif,
"aplikasi aneh, udah lama nunggu verifikasi malah tidak terbaca",1,2024-02-20 07:30:38,Negatif,
"Applikasi menyesatkan, uang quota sama ngerjainya gak sesuai. Anggota KPPS yg lain sudah leha², yg dijadiin admin sirekap malah masih kerja ae. Hadeeuuuhhh",1,2024-02-20 07:26:58,Negatif,
Tidak sesuai dengan fakta di lapangan,1,2024-02-20 07:24:05,Negatif,
Apk ny sangat tdk masuk akal. Tolong di perbaiki lagi akses loginnya,1,2024-02-20 06:39:11,Negatif,
"Aplikasi Buatan GORONG GORONG ,,, YANG COCOK UNTUK MEMANIPULASI HASIL DAN DATA PASLON TERTENTU 😂😂😂😂😂",1,2024-02-20 06:30:17,Negatif,
Ga bisa masuk,1,2024-02-20 06:12:18,Negatif,
Tambahkan fitur upload dari galeri,1,2024-02-20 06:11:51,Negatif,
"Gak guna, ga bisa login, ga mutu",1,2024-02-20 06:04:19,Negatif,
aplikasi bujat,1,2024-02-20 06:00:13,Negatif,
Tidak bermutu GK bisa login,1,2024-02-20 05:52:42,Negatif,
Kurang baik,1,2024-02-20 05:31:19,Negatif,
bikin susah waktu ga efiesien garagara aplikasi SAMPAH kaya gini,1,2024-02-20 05:21:20,Negatif,
"Maksud nya gimana aplikasi ini mau dibuka kok terjadi kesalahan dalam penyiapan perangkat silahkan aktifkan kunci layar, menyesatkan...... Penasaran aplikasi dihapus, di download lagi tapi tetap nggak bisa di buka... Pokoknya aplikasi nggak bermutu.......",1,2024-02-20 05:03:27,Negatif,
Aplikasi penipuang seluruh rakyat Indonesia,1,2024-02-20 04:52:20,Negatif,
Malu woy malu anggaran udh gede tapi masih aj di comot!!! Dan hasil nya pembuata aplikasi buruh kan ada harga ada kualitas!!,1,2024-02-20 04:29:00,Negatif,
"Sirekap ganti ajah Namanya Si Markup, kalau salah 2325 TPS itu mah bkn salah, tapi To... L",1,2024-02-20 04:22:53,Negatif,
"Aplikasi penyebar HOAX, ada kecurangan malah didiamkan saja",1,2024-02-20 04:05:13,Negatif,
"SATU KATA UNTUK KPU DAN DEVELOPERNYA...... ""TOTALY FAIL"" KAYA GA BECUS DARI TAHUN 2019 BANYAK WAKTU BUAT BENAHIN PADAHAL. SEKELAS APLIKASI PEMERINTAH BANYAK DANA BUAT PEMILU TRILIUNAN. BUAT SIREKAP SAJA GA BECUS.",1,2024-02-20 03:47:24,Negatif,
Aplikasi jelek.....produk gagal,1,2024-02-20 03:46:37,Negatif,
"Upload foto lama, AI -nya banyak ngaconya.. Sudah selesai pengisian foto,data dan verifikasi, diklik kunci dan buat dokumen sampai 36 jam lebih ( sampai sekarang ) masih muter2 loading nya.. Sudah hubungi developer apk nya sampai sekarang nggak ada tanggapan... Ditambah aplikasinya makan memori HP sampai 1 GB lebih...",2,2024-02-20 03:43:41,Negatif,
"Ini di mohon dengan sangat, jika memang aplikasi ini di pentingkan untuk semua pihak, untuk dikasih fitur tambah foto dari galeri untuk bagian kelola daftar hadir dsb, untuk lebih memudahkan pengguna . 🙏🙏🙏🙏🙏🙏",2,2024-02-20 03:32:24,Negatif,
"Banyak bug, error Hasil suka ngeblur",1,2024-02-20 03:17:38,Negatif,
kacaauuuu,1,2024-02-20 03:13:24,Negatif,
Aplikasi eror,1,2024-02-20 02:58:38,Negatif,
"Aplikasi dari 2019 sampe sekrang tidak ada perubahan, harusnya bisa ngakses foto yang ada di galeri juga, mohon ditingkatkan bukannya mempercepat malah memperlambat bolak balik harus memenuhi panggilan PPS Loading ngunci dokumen aja dari taanggal 15 sampe sekarang masih ada yang belum selesai juga",2,2024-02-20 02:46:54,Negatif,
Ga jelas wkwk,1,2024-02-20 02:46:49,Negatif,
Tolong domg jadi bank saja .. biar dana sy bisa menggelembung banyak 🤣🤣,1,2024-02-20 02:38:29,Negatif,
"Banyak errornya, pembuat kurang ngopi",1,2024-02-20 02:35:03,Negatif,
Aplikasi jelek,1,2024-02-20 02:30:23,Negatif,
Duit ratusan triliun buat korup doang sih lu sama jokowi Prabowo,1,2024-02-20 02:29:51,Negatif,
Aplikasi Bobrok... Aplikasi Dungu... Sama seperti orang-orang yg kerja di KPU.. Bobrok + Dungu.. Udah habisin uang banyak.. Hasilnya malah jauh dari Ekspektasi.. Ketololan sih yang dipake.. Tingkat kepercayaan terhadap KPU malah jadi 0% dimata seluruh masyarakat.. Dungu.. Ya dunguu..,1,2024-02-20 02:15:31,Negatif,
"aplikasi yang gagal udah foto beberapa kali tapi masih belum di kenali, bukannya membantu jalannya pemilu malah mengganggu. tolong sebelum di realis aplikasinya harus sesuai dengan kebutuhan dan fasilutasnya sudah memadai jangan masih dalam perbaikan tapi sudah di gunakan.",1,2024-02-20 02:13:32,Negatif,
"Lebih ditingkatkan lagi, kalau nanti masih dipake di pilkada. Servernya ditambah biar gk lemot wkwkw",5,2024-02-20 02:12:04,Positif,
"Gak berbahaya ta.... , aplikasi menguntungkan Paslon tertentu",3,2024-02-20 02:00:46,Netral,
Eror ngentit,1,2024-02-20 01:51:35,Negatif,
"Blas gagal bikin kepala pusing, mana yang capres dan cawapres ga bisa di edit, hasil di periksa lebih dari DPT lagi. Buat apa pake aplikasi sirekap kalo hasilnya ngawur. Saya beri nilai 0,05 dari 100 Saran di perbaiki sampai jadi jangan sampai kaya gini lagi. Keliatan banget kalo server / aplikasi buatan Indo jelek"". Padahal aplikasi ini alat bantu untuk negara, masa sampai segitunya hehe",1,2024-02-20 01:24:21,Negatif,
"Saya sudah selesai mengerjakan data di aplikasi sirekap , dan sudah saya kunci . Alhasil setelah saya buka kemabali untuk mebgecek , data² nya kosong , kembali seperti awal. Aku ngerjaiiinnn nya begadang wooiii .. tolong lah",1,2024-02-20 01:17:58,Negatif,
"Hanya memberikan saran, Aplikasi ini hanya menjadi adu domba Panwascam, Saksi dan PPK saat rekapitulasi, karena Yang di poto Akan muncul Tampilan Angka Yang tidak sesuai dengan yang di input dan yang di tampilkan di website Berita KPU RI, agar tidak terjadi nya pertumpahan darah sesama kita agar kiranya aplikasi ini di tutup saja dan beralih ke mode manual saja, kami Segenap masyarakat agar pihak KPU mengambil langkah Penyelesaian ini, sekian Terimakasih",1,2024-02-20 01:15:05,Negatif,
"Aplikasi belum siap. Bukannya mempermudah malah mempersulit. Foto jadi ngeblur, banyak yang tidak terbaca, pembacaan tulisan banyak yang keliru, padahal tulisan sudah sangat jelas. Bangke memang. 5 tahun kedepan jangan sok sok an pake aplikasi deh, periksa secara detail kelengkapan aplikasi sebelum diluncurkan agar tidak mempersulit pengguna.",1,2024-02-20 01:05:48,Negatif,
Kecewa,1,2024-02-20 00:55:03,Negatif,
"aplikasi yang setengah matang, banyak bug dan menyusahkan pengguna. kalau bisa tambahkan fitur upload gambar dari local storage, bukan hanya scan langsung dari kamera. karna itu menyulitkan sirekap (ribet)",1,2024-02-20 00:41:55,Negatif,
Penelusuran Rekap hasil suara pileg dapil 4 lampung,3,2024-02-20 00:37:27,Netral,
SISTEM BUSUK,1,2024-02-19 23:58:17,Negatif,
Mantap versi terakhir bisa d gunakan,5,2024-02-19 23:46:00,Positif,
"Kalau belum sempurna tidak usah di pakai dulu, Petugas kpps sudah pusing, di tambah aplikasi yang bobrok. Laporan C hasil tidak bisa di edit. Login lama. Upload data lama, dan sering log out Sendiri. Intinya sempurnakan dulu, Baru Di Pakai.",2,2024-02-19 23:41:03,Negatif,
Hadeh... belum siap 100% sudah dipakai... Udah foto diunduh proses e lama banget... habis itu hasilnya malah error... 😑,1,2024-02-19 23:30:44,Negatif,
Jelek,1,2024-02-19 22:10:47,Negatif,
nyusahin bukan mempermudah pekerjaan,2,2024-02-19 22:03:52,Negatif,
Sulit di percaya bnyak terjadi kesalahan dalam rekapitulasi data. Input data yang lambat.,1,2024-02-19 19:21:29,Negatif,
Udah 5 tahun lalu padahal masa update juga gitu gitu aja . Lemot dan ga bisa di gunakan sama sekali,1,2024-02-19 19:11:32,Negatif,
"Aplikasi menyusahkan, bukan mempermudah pekerjaan. Harusnya untuk foto bisa bentuk foto apa saja yang penting jelas terbaca dan betul hasil plano dibawahnya inputan manual hasil biar mempermudah. Bukan harus ini itu foto hasilnya.",1,2024-02-19 18:46:12,Negatif,
